rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	1	0.64091146396409227	-0.48242194871628641	1.64714717321796345	-0.16544735673332256	-0.09834566253238955	0.21518531953915954	0.02116799745141296	-0.48242194871628641	0.00000000000000000	-0.16544735673332256	-0.09834566253238955	0.00000000000000000
2	1	0.58266063319033579	-0.58450759198700486	1.64714717321796345	0.04052608392675230	0.13837182694411015	0.21518531953915954	-0.03708283332234352	-0.58450759198700486	0.00000000000000000	0.04052608392675230	0.13837182694411015	0.00000000000000000
3	1	0.60198006534921278	-0.25317701736798398	1.64714717321796345	0.06851580722035022	-0.02620592308854722	0.21518531953915954	-0.01776340116346653	-0.25317701736798398	0.00000000000000000	0.06851580722035022	-0.02620592308854722	0.00000000000000000
4	1	0.57739549295870363	-0.17187988101916873	1.64714717321796345	-0.08535053143204135	-0.10522471410215165	0.21518531953915954	-0.04234797355397568	-0.17187988101916873	0.00000000000000000	-0.08535053143204135	-0.10522471410215165	0.00000000000000000
5	1	0.60842094644943789	-0.35599051483752386	1.64714717321796345	-0.03216666503303447	-0.09408833898142654	0.21518531953915954	-0.01132252006324141	-0.35599051483752386	0.00000000000000000	-0.03216666503303447	-0.09408833898142654	0.00000000000000000
6	1	0.65929866193061759	-0.29904100679503448	1.64714717321796345	-0.05466482264597902	-0.05974700002240868	0.21518531953915954	0.03955519541793828	-0.29904100679503448	0.00000000000000000	-0.05466482264597902	-0.05974700002240868	0.00000000000000000
7	1	0.57067999258056046	-0.24113500139652244	1.64714717321796345	-0.01241215413072104	-0.04506325315052138	0.21518531953915954	-0.04906347393211885	-0.24113500139652244	0.00000000000000000	-0.01241215413072104	-0.04506325315052138	0.00000000000000000
8	1	0.63416758847313848	0.09125587815732403	1.64714717321796345	-0.11806581196646293	-0.03139352841334808	0.21518531953915954	0.01442412196045917	0.09125587815732403	0.00000000000000000	-0.11806581196646293	-0.03139352841334808	0.00000000000000000
9	1	0.65036467304460543	-0.31910495941662159	1.64714717321796345	-0.11337612996268544	0.08752697490744846	0.21518531953915954	0.03062120653192613	-0.31910495941662159	0.00000000000000000	-0.11337612996268544	0.08752697490744846	0.00000000000000000
10	1	0.62804058055213408	-0.44848785065268126	1.64714717321796345	-0.07134824834443579	-0.05888675649980386	0.21518531953915954	0.00829711403945477	-0.44848785065268126	0.00000000000000000	-0.07134824834443579	-0.05888675649980386	0.00000000000000000
1	2	0.74794770900731911	0.12911206399853201	1.64714717321796345	0.15381774578519791	-0.17611882339852136	0.21518531953915954	0.12820424249463980	0.12911206399853201	0.00000000000000000	0.15381774578519791	-0.17611882339852136	0.00000000000000000
2	2	0.77077709501155367	-0.29530393575063518	1.64714717321796345	0.51931093787286353	0.04594044872337211	0.21518531953915954	0.15103362849887436	-0.29530393575063518	0.00000000000000000	0.51931093787286353	0.04594044872337211	0.00000000000000000
3	2	0.81055482860377381	0.01430202427942158	1.64714717321796345	0.11605408122211316	-0.09819830113458640	0.21518531953915954	0.19081136209109451	0.01430202427942158	0.00000000000000000	0.11605408122211316	-0.09819830113458640	0.00000000000000000
4	2	0.76693703813649461	-0.00771145718661556	1.64714717321796345	0.35337276411517354	-0.08909412210427342	0.21518531953915954	0.14719357162381530	-0.00771145718661556	0.00000000000000000	0.35337276411517354	-0.08909412210427342	0.00000000000000000
5	2	0.75570391754951438	-0.22962503419074554	1.64714717321796345	0.44821393214357236	0.01713458762723919	0.21518531953915954	0.13596045103683507	-0.22962503419074554	0.00000000000000000	0.44821393214357236	0.01713458762723919	0.00000000000000000
6	2	0.71276804099022051	-0.06161674303259451	1.64714717321796345	0.42102981671637596	0.01660839591048946	0.21518531953915954	0.09302457447754120	-0.06161674303259451	0.00000000000000000	0.42102981671637596	0.01660839591048946	0.00000000000000000
7	2	0.76453708911825347	0.06371479277904954	1.64714717321796345	0.20051763287734362	-0.08006092553216752	0.21518531953915954	0.14479362260557416	0.06371479277904954	0.00000000000000000	0.20051763287734362	-0.08006092553216752	0.00000000000000000
8	2	0.75195994921184162	-0.08216933168145807	1.64714717321796345	0.30565136229808987	0.11787071341475326	0.21518531953915954	0.13221648269916231	-0.08216933168145807	0.00000000000000000	0.30565136229808987	0.11787071341475326	0.00000000000000000
9	2	0.72960517428740690	0.05319320178746027	1.64714717321796345	0.25741251494398715	-0.07222481018358685	0.21518531953915954	0.10986170777472759	0.05319320178746027	0.00000000000000000	0.25741251494398715	-0.07222481018358685	0.00000000000000000
10	2	0.73416397435248160	-0.09045269932117535	1.64714717321796345	0.17396745186362497	-0.08047258730931743	0.21518531953915954	0.11442050783980229	-0.09045269932117535	0.00000000000000000	0.17396745186362497	-0.08047258730931743	0.00000000000000000
1	3	0.61111618636155396	0.02559014527189901	1.64714717321796345	0.23511825171988021	0.07712870615197331	0.21518531953915954	-0.00862728015112535	0.02559014527189901	0.00000000000000000	0.23511825171988021	0.07712870615197331	0.00000000000000000
2	3	0.58911602915490158	0.07991957948425421	1.64714717321796345	0.04272415260078479	-0.03563731255531336	0.21518531953915954	-0.03062743735777773	0.07991957948425421	0.00000000000000000	0.04272415260078479	-0.03563731255531336	0.00000000000000000
3	3	0.60013435169717422	0.27156257078198875	1.64714717321796345	-0.05727274439940419	-0.08257600194915221	0.21518531953915954	-0.01960911481550509	0.27156257078198875	0.00000000000000000	-0.05727274439940419	-0.08257600194915221	0.00000000000000000
4	3	0.58505492322628816	0.03198114601790664	1.64714717321796345	0.24140827300957662	0.15470269632894343	0.21518531953915954	-0.03468854328639115	0.03198114601790664	0.00000000000000000	0.24140827300957662	0.15470269632894343	0.00000000000000000
5	3	0.63411843292362458	-0.00586276226873686	1.64714717321796345	0.21764662489505393	0.14698940421152218	0.21518531953915954	0.01437496641094527	-0.00586276226873686	0.00000000000000000	0.21764662489505393	0.14698940421152218	0.00000000000000000
6	3	0.57575105496856804	-0.00791022437379121	1.64714717321796345	0.16688932406489057	0.03738336442036669	0.21518531953915954	-0.04399241154411127	-0.00791022437379121	0.00000000000000000	0.16688932406489057	0.03738336442036669	0.00000000000000000
7	3	0.59452355248839917	-0.13116443569050218	1.64714717321796345	-0.04127502972110184	-0.00669421909336990	0.21518531953915954	-0.02521991402428014	-0.13116443569050218	0.00000000000000000	-0.04127502972110184	-0.00669421909336990	0.00000000000000000
8	3	0.59196012746282090	0.02184246311332676	1.64714717321796345	0.22748527057196022	0.10628261197584229	0.21518531953915954	-0.02778333904985841	0.02184246311332676	0.00000000000000000	0.22748527057196022	0.10628261197584229	0.00000000000000000
9	3	0.59986789454962985	0.17025232625359216	1.64714717321796345	-0.03185932008838866	-0.06751640366696035	0.21518531953915954	-0.01987557196304945	0.17025232625359216	0.00000000000000000	-0.03185932008838866	-0.06751640366696035	0.00000000000000000
10	3	0.61527939189443592	0.06283078699751517	1.64714717321796345	0.10952652105521636	0.18783145852638577	0.21518531953915954	-0.00446407461824339	0.06283078699751517	0.00000000000000000	0.10952652105521636	0.18783145852638577	0.00000000000000000
1	4	0.74916313300229853	0.31484071012094605	1.64714717321796345	0.23982877755817067	-0.02020608855947775	0.21518531953915954	0.12941966648961922	0.31484071012094605	0.00000000000000000	0.23982877755817067	-0.02020608855947775	0.00000000000000000
2	4	0.74428190010947159	0.61012153518761847	1.64714717321796345	0.42131101265597903	0.06299363402539426	0.21518531953915954	0.12453843359679229	0.61012153518761847	0.00000000000000000	0.42131101265597903	0.06299363402539426	0.00000000000000000
3	4	0.78977713722503640	0.43185357060217322	1.64714717321796345	0.15627441053701191	0.01267586496320008	0.21518531953915954	0.17003367071235709	0.43185357060217322	0.00000000000000000	0.15627441053701191	0.01267586496320008	0.00000000000000000
4	4	0.80896515071490593	-0.02062436181745460	1.64714717321796345	0.42620443954204562	0.25599899108632196	0.21518531953915954	0.18922168420222663	-0.02062436181745460	0.00000000000000000	0.42620443954204562	0.25599899108632196	0.00000000000000000
5	4	0.77755477499408321	0.28038113291390637	1.64714717321796345	0.10902348252403674	0.04871086677831846	0.21518531953915954	0.15781130848140390	0.28038113291390637	0.00000000000000000	0.10902348252403674	0.04871086677831846	0.00000000000000000
6	4	0.76898441396288708	0.20726293541984989	1.64714717321796345	0.33744991169575783	0.17308025709171151	0.21518531953915954	0.14924094745020777	0.20726293541984989	0.00000000000000000	0.33744991169575783	0.17308025709171151	0.00000000000000000
7	4	0.78749420368820755	0.69819432073335141	1.64714717321796345	0.28493048795930498	0.11114983292656487	0.21518531953915954	0.16775073717552824	0.69819432073335141	0.00000000000000000	0.28493048795930498	0.11114983292656487	0.00000000000000000
8	4	0.77506666380381550	0.38667251323861457	1.64714717321796345	0.26807242711791479	0.06827772280200073	0.21518531953915954	0.15532319729113619	0.38667251323861457	0.00000000000000000	0.26807242711791479	0.06827772280200073	0.00000000000000000
9	4	0.74265239608038169	0.00895562416677431	1.64714717321796345	0.29844293247285852	0.10861470514847422	0.21518531953915954	0.12290892956770239	0.00895562416677431	0.00000000000000000	0.29844293247285852	0.10861470514847422	0.00000000000000000
10	4	0.71770962150686402	0.16006597999893762	1.64714717321796345	0.25227265389018882	-0.06114136340261367	0.21518531953915954	0.09796615499418471	0.16006597999893762	0.00000000000000000	0.25227265389018882	-0.06114136340261367	0.00000000000000000
1	5	0.63451846565037695	0.10806840417060795	1.64714717321796345	0.29288077664716877	-0.12755004929975766	0.21518531953915954	0.01477499913769764	0.10806840417060795	0.00000000000000000	0.29288077664716877	-0.12755004929975766	0.00000000000000000
2	5	0.63309968309072739	-0.18406964462077233	1.64714717321796345	0.22764447325626530	-0.15675023882855149	0.21518531953915954	0.01335621657804809	-0.18406964462077233	0.00000000000000000	0.22764447325626530	-0.15675023882855149	0.00000000000000000
3	5	0.65417559155850691	-0.25628083112080180	1.64714717321796345	0.48121530689709713	-0.00798805973442772	0.21518531953915954	0.03443212504582760	-0.25628083112080180	0.00000000000000000	0.48121530689709713	-0.00798805973442772	0.00000000000000000
4	5	0.62415574380911165	-0.02966495661990824	1.64714717321796345	0.28367812147971566	-0.18837262368227284	0.21518531953915954	0.00441227729643234	-0.02966495661990824	0.00000000000000000	0.28367812147971566	-0.18837262368227284	0.00000000000000000
5	5	0.63821791209018452	-0.50206235452098003	1.64714717321796345	0.34608371791418102	-0.05039614556582857	0.21518531953915954	0.01847444557750522	-0.50206235452098003	0.00000000000000000	0.34608371791418102	-0.05039614556582857	0.00000000000000000
6	5	0.61776135093536066	-0.12071540137209716	1.64714717321796345	0.21171555904190442	-0.23248296816777023	0.21518531953915954	-0.00198211557731864	-0.12071540137209716	0.00000000000000000	0.21171555904190442	-0.23248296816777023	0.00000000000000000
7	5	0.65514089855471125	0.07224930727811749	1.64714717321796345	0.13382122555467033	-0.25994231105424648	0.21518531953915954	0.03539743204203194	0.07224930727811749	0.00000000000000000	0.13382122555467033	-0.25994231105424648	0.00000000000000000
8	5	0.58096039244149700	0.02223093533015988	1.64714717321796345	0.42699759276874705	0.01770708150132242	0.21518531953915954	-0.03878307407118231	0.02223093533015988	0.00000000000000000	0.42699759276874705	0.01770708150132242	0.00000000000000000
9	5	0.58346847838761950	-0.16800851528288063	1.64714717321796345	0.40280748597147553	-0.03002383627355942	0.21518531953915954	-0.03627498812505980	-0.16800851528288063	0.00000000000000000	0.40280748597147553	-0.03002383627355942	0.00000000000000000
10	5	0.60899538223002536	-0.17878858813424550	1.64714717321796345	0.30567115169367315	-0.04109633927715235	0.21518531953915954	-0.01074808428265395	-0.17878858813424550	0.00000000000000000	0.30567115169367315	-0.04109633927715235	0.00000000000000000
1	6	0.61857155603725900	0.06200439352200229	1.64714717321796345	0.37013202650324989	0.26472978616376347	0.21518531953915954	-0.00117191047542031	0.06200439352200229	0.00000000000000000	0.37013202650324989	0.26472978616376347	0.00000000000000000
2	6	0.67368005209120996	0.21624853926488172	1.64714717321796345	-0.20571095958013497	-0.08152560549837436	0.21518531953915954	0.05393658557853065	0.21624853926488172	0.00000000000000000	-0.20571095958013497	-0.08152560549837436	0.00000000000000000
3	6	0.58183950984158761	0.29682461910528385	1.64714717321796345	-0.04296162359768310	-0.00371083909653457	0.21518531953915954	-0.03790395667109170	0.29682461910528385	0.00000000000000000	-0.04296162359768310	-0.00371083909653457	0.00000000000000000
4	6	0.59428442169189399	0.04027699220838790	1.64714717321796345	0.16225258398650119	0.14187750952502903	0.21518531953915954	-0.02545904482078531	0.04027699220838790	0.00000000000000000	0.16225258398650119	0.14187750952502903	0.00000000000000000
5	6	0.63995831268923065	-0.30793562291254617	1.64714717321796345	0.23340786398433444	0.20389536378372308	0.21518531953915954	0.02021484617655134	-0.30793562291254617	0.00000000000000000	0.23340786398433444	0.20389536378372308	0.00000000000000000
6	6	0.67436453232050342	0.14001816456594440	1.64714717321796345	-0.08194315089203118	-0.01738904656751779	0.21518531953915954	0.05462106580782411	0.14001816456594440	0.00000000000000000	-0.08194315089203118	-0.01738904656751779	0.00000000000000000
7	6	0.66517362296624782	-0.00233942840317627	1.64714717321796345	-0.11132048805243143	-0.12337516086242221	0.21518531953915954	0.04543015645356852	-0.00233942840317627	0.00000000000000000	-0.11132048805243143	-0.12337516086242221	0.00000000000000000
8	6	0.69068373544151673	0.11124257877026762	1.64714717321796345	-0.05541939143979092	0.00401151697072614	0.21518531953915954	0.07094026892883742	0.11124257877026762	0.00000000000000000	-0.05541939143979092	0.00401151697072614	0.00000000000000000
9	6	0.65963419488228614	0.10875509485117277	1.64714717321796345	-0.01919548129021667	0.02637028842392488	0.21518531953915954	0.03989072836960683	0.10875509485117277	0.00000000000000000	-0.01919548129021667	0.02637028842392488	0.00000000000000000
10	6	0.63888819517487894	0.46596837692081639	1.64714717321796345	-0.14849619496182195	0.02779804155187596	0.21518531953915954	0.01914472866219963	0.46596837692081639	0.00000000000000000	-0.14849619496182195	0.02779804155187596	0.00000000000000000
1	7	0.39394343807785387	0.00262922143185652	1.64714717321796345	-0.07616865352006247	-0.05750427865088433	0.21518531953915954	-0.22580002843482544	0.00262922143185652	0.00000000000000000	-0.07616865352006247	-0.05750427865088433	0.00000000000000000
2	7	0.41381817690991324	-0.30495979579001176	1.64714717321796345	0.21616683838782794	0.13914791709350807	0.21518531953915954	-0.20592528960276607	-0.30495979579001176	0.00000000000000000	0.21616683838782794	0.13914791709350807	0.00000000000000000
3	7	0.39932296419806340	0.15901965404630053	1.64714717321796345	-0.20011949086972089	0.00934040188062121	0.21518531953915954	-0.22042050231461591	0.15901965404630053	0.00000000000000000	-0.20011949086972089	0.00934040188062121	0.00000000000000000
