rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.094263	-0.301296
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.048074	-0.160951
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.023262	-0.237628
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.110803	-0.140079
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.191176	-0.076309
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.192359	-0.072831
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.110208	-0.108989
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.113353	-0.017965
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.124822	-0.151523
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.088023	0.016004
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.293703	0.226573
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.346167	0.164410
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.271651	0.175917
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.273309	0.279540
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.161265	0.279689
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.272472	0.163790
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.096401	0.415547
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.434330	0.238108
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.156711	0.268885
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.149054	0.196983
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.056826	-0.017803
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.037641	-0.099482
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026164	-0.022534
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.064411	0.004592
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015459	-0.004564
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.085900	-0.071901
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022867	-0.054272
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003933	-0.048509
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.218874	-0.038069
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.039761	0.083475
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.273289	0.198599
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.139782	0.171612
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.105763	0.201767
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.218903	0.145633
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.098711	0.198941
6	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.283662	0.133339
7	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.159187	0.203503
8	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.162031	0.158207
9	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.338640	0.161517
10	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.202031	0.307085
1	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.213108	0.248375
2	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.149488	0.170290
3	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.067091	0.201965
4	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.201341	0.262844
5	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.311276	0.132937
6	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.021889	0.210433
7	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.122779	0.227687
8	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.134007	0.073709
9	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.134693	0.364679
10	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.168547	0.257751
1	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.141076	-0.127805
2	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007276	-0.197618
3	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.064169	-0.251854
4	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026979	-0.194035
5	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.085414	-0.014042
6	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052046	-0.022937
7	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.119633	-0.241169
8	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.029601	-0.103505
9	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.208929	-0.205949
10	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.074994	-0.176528
1	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.198990	-0.387508
2	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.138641	-0.443815
3	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.092742	-0.335771
4	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.347860	-0.241874
5	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.204106	-0.269569
6	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.342016	-0.105916
7	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.404538	-0.209328
8	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.034005	-0.309351
9	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.253543	-0.322781
10	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.303471	-0.324968
