rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	5032330.520082	232914.748131
2	AG111	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	4822992.069316	208279.927238
3	AG111	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3423177.637344	235021.107735
4	AG111	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	2567237.681554	259311.905999
5	AG111	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	4327458.522768	173267.695649
6	AG111	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3929502.798524	171537.309608
7	AG111	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	2729421.454949	201443.178903
8	AG111	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	4177179.695413	239774.535994
9	AG111	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3276079.742160	259519.027219
10	AG111	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	5586109.640701	176659.761478
1	AG112	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	4174738.817829	357742.795216
2	AG112	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3939484.921956	340563.380929
3	AG112	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	5932681.755179	385545.893970
4	AG112	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	5402012.218586	430765.108777
5	AG112	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	4015755.554810	411508.197011
6	AG112	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	4628880.868184	276828.834598
7	AG112	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	4753590.075760	351217.395669
8	AG112	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	6080554.906089	498704.120099
9	AG112	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	7170385.994272	496823.052770
10	AG112	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	5870962.615900	383627.978373
1	AG139	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	2563523.282438	240478.167542
2	AG139	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	4520791.096491	270743.383167
3	AG139	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3804096.410858	208054.987706
4	AG139	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	4046078.295713	290462.766382
5	AG139	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	5001555.467489	222318.131567
6	AG139	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3349994.193154	290725.221615
7	AG139	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3178973.241953	256150.741188
8	AG139	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3952733.548024	194032.854219
9	AG139	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3995555.925725	283087.590809
10	AG139	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3525841.801904	282058.687476
1	AG142	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	6926914.322871	337445.589434
2	AG142	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3777331.805818	276729.115245
3	AG142	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	5912221.191204	522127.729633
4	AG142	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	5358865.639544	475737.526012
5	AG142	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	6084157.803357	287992.707542
6	AG142	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	4430064.020454	385278.204311
7	AG142	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	4882397.801167	345106.136345
8	AG142	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	5617710.123081	411982.681068
9	AG142	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	5571230.916786	377638.579920
10	AG142	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	6552569.614781	311881.540927
1	GD14	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	4027651.770807	425521.363892
2	GD14	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3450023.524806	532197.828551
3	GD14	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	5221651.794927	454220.619324
4	GD14	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	5256828.409218	532601.378934
5	GD14	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3939390.764339	415508.149631
6	GD14	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3731828.896142	562948.690882
7	GD14	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3243644.895224	425484.132375
8	GD14	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	4165906.122241	423720.832348
9	GD14	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	4394126.577656	398205.845840
10	GD14	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3231717.615292	584010.298703
1	GD15	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3882031.603981	247532.155454
2	GD15	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	4405658.523829	328317.354620
3	GD15	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3421803.056539	358729.528965
4	GD15	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	4991342.091375	262209.437043
5	GD15	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	6017472.608563	310903.541016
6	GD15	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3987592.372607	297969.023952
7	GD15	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	2258186.285166	234567.317825
8	GD15	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3421346.134136	208103.784511
9	GD15	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3109580.742179	321404.396955
10	GD15	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	6204124.480203	329945.459391
1	GD16	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3429044.393957	208225.219459
2	GD16	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	2214454.270840	187706.319937
3	GD16	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	2510857.553097	176674.815025
4	GD16	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	2328966.709807	200985.254253
5	GD16	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3312374.617542	194973.499250
6	GD16	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3850954.921281	186591.874457
7	GD16	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	4597725.494164	253274.115916
8	GD16	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	3207547.516082	185011.779336
9	GD16	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	2399512.767654	221583.458884
10	GD16	-1.012836	0.000000	2.137311	0.000000	0.000000	-1.306176	2612044.927280	193019.244620
