rhoS_pop	1.00000	nan	nan	-0.00512	0.01451	0.02524	-0.01753	-0.02362	-0.00449	-0.00082
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoS	-0.00512	nan	nan	1.00000	-0.00155	0.03675	-0.06928	0.00321	-0.00963	0.00794
omega_deltaSC	0.01451	nan	nan	-0.00155	1.00000	0.08348	-0.05564	0.01587	0.04088	-0.33648
omega_rhoC	0.02524	nan	nan	0.03675	0.08348	1.00000	-0.76770	0.02538	0.05067	0.01910
omega_deltaCB	-0.01753	nan	nan	-0.06928	-0.05564	-0.76770	1.00000	-0.02418	-0.04026	-0.09396
b1	-0.02362	nan	nan	0.00321	0.01587	0.02538	-0.02418	1.00000	0.00906	-0.00456
b2	-0.00449	nan	nan	-0.00963	0.04088	0.05067	-0.04026	0.00906	1.00000	-0.00880
b3	-0.00082	nan	nan	0.00794	-0.33648	0.01910	-0.09396	-0.00456	-0.00880	1.00000
