rhoS_pop	0.00208	nan	-0.00007	0.00000	0.00038	0.00010	0.00006	nan	-0.00001	-0.00004	-0.00001
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.00007	nan	0.00733	-0.00010	-0.02552	-0.01208	-0.01213	nan	-0.00007	0.00234	0.00140
omega_rhoS	0.00000	nan	-0.00010	0.00112	0.00109	0.00021	0.00056	nan	-0.00001	-0.00003	-0.00002
omega_deltaSC	0.00038	nan	-0.02552	0.00109	0.25620	0.06237	0.10488	nan	0.00076	-0.00970	-0.00535
omega_rhoC	0.00010	nan	-0.01208	0.00021	0.06237	0.03426	0.02771	nan	0.00022	-0.00602	-0.00245
omega_deltaCB	0.00006	nan	-0.01213	0.00056	0.10488	0.02771	0.20617	nan	0.00034	-0.00171	-0.00276
omega_rhoB	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
b1	-0.00001	nan	-0.00007	-0.00001	0.00076	0.00022	0.00034	nan	0.00049	-0.00003	-0.00001
b2	-0.00004	nan	0.00234	-0.00003	-0.00970	-0.00602	-0.00171	nan	-0.00003	0.00331	0.00044
b3	-0.00001	nan	0.00140	-0.00002	-0.00535	-0.00245	-0.00276	nan	-0.00001	0.00044	0.00219
