rhoS_pop	0.00214	nan	-0.00014	-0.00001	0.00005	-0.00007	0.00021	-0.00002	-0.00001	-0.00000
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.00014	nan	0.00335	0.00002	0.00073	0.00036	-0.00094	0.00003	-0.00000	-0.00019
omega_rhoS	-0.00001	nan	0.00002	0.00113	-0.00003	-0.00002	-0.00006	-0.00000	-0.00001	0.00001
omega_deltaSC	0.00005	nan	0.00073	-0.00003	0.02303	0.00089	-0.00294	0.00004	0.00020	-0.00285
omega_deltaCB	-0.00007	nan	0.00036	-0.00002	0.00089	0.00209	-0.00342	-0.00003	0.00002	-0.00026
omega_rhoB	0.00021	nan	-0.00094	-0.00006	-0.00294	-0.00342	0.01193	0.00012	-0.00009	0.00042
b1	-0.00002	nan	0.00003	-0.00000	0.00004	-0.00003	0.00012	0.00047	0.00000	-0.00001
b2	-0.00001	nan	-0.00000	-0.00001	0.00020	0.00002	-0.00009	0.00000	0.00054	-0.00001
b3	-0.00000	nan	-0.00019	0.00001	-0.00285	-0.00026	0.00042	-0.00001	-0.00001	0.00231
