rhoS_pop	0.00217	nan	nan	-0.00000	0.00011	-0.00003	-0.00001	-0.00002
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoS	-0.00000	nan	nan	0.00113	-0.00028	0.00002	-0.00003	0.00002
omega_deltaSC	0.00011	nan	nan	-0.00028	0.01756	-0.00013	0.00020	-0.00212
b1	-0.00003	nan	nan	0.00002	-0.00013	0.00055	-0.00003	-0.00001
b2	-0.00001	nan	nan	-0.00003	0.00020	-0.00003	0.00058	-0.00001
b3	-0.00002	nan	nan	0.00002	-0.00212	-0.00001	-0.00001	0.00309
