rhoS_pop	1.00000	nan	nan	-0.00296	0.01768	-0.03111	-0.01051	-0.00880
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoS	-0.00296	nan	nan	1.00000	-0.06272	0.02385	-0.03110	0.00814
omega_deltaSC	0.01768	nan	nan	-0.06272	1.00000	-0.04086	0.06206	-0.28739
b1	-0.03111	nan	nan	0.02385	-0.04086	1.00000	-0.05045	-0.00612
b2	-0.01051	nan	nan	-0.03110	0.06206	-0.05045	1.00000	-0.00933
b3	-0.00880	nan	nan	0.00814	-0.28739	-0.00612	-0.00933	1.00000
