rhoS_pop	1.00000	nan	-0.03500	-0.00355	0.01296	-0.02934	0.00787	nan	-0.02506	-0.00869	-0.00304
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.03500	nan	1.00000	-0.01087	-0.03882	0.01685	0.10420	nan	0.00989	-0.01856	-0.01360
omega_rhoS	-0.00355	nan	-0.01087	1.00000	-0.01532	-0.02129	-0.01859	nan	-0.00153	-0.01174	0.01012
omega_deltaSC	0.01296	nan	-0.03882	-0.01532	1.00000	-0.10600	0.05464	nan	0.02024	0.03439	-0.35242
omega_rhoC	-0.02934	nan	0.01685	-0.02129	-0.10600	1.00000	-0.45296	nan	0.04877	0.03962	0.04514
omega_deltaCB	0.00787	nan	0.10420	-0.01859	0.05464	-0.45296	1.00000	nan	-0.00804	-0.02384	-0.11653
omega_rhoB	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
b1	-0.02506	nan	0.00989	-0.00153	0.02024	0.04877	-0.00804	nan	1.00000	0.00649	-0.01236
b2	-0.00869	nan	-0.01856	-0.01174	0.03439	0.03962	-0.02384	nan	0.00649	1.00000	-0.00915
b3	-0.00304	nan	-0.01360	0.01012	-0.35242	0.04514	-0.11653	nan	-0.01236	-0.00915	1.00000
