rhoS_pop	0.00212	nan	-0.00009	-0.00001	0.00008	-0.00020	0.00001	nan	-0.00003	-0.00001	-0.00001
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.00009	nan	0.00320	-0.00002	-0.00031	0.00014	0.00024	nan	0.00001	-0.00002	-0.00004
omega_rhoS	-0.00001	nan	-0.00002	0.00112	-0.00007	-0.00011	-0.00003	nan	-0.00000	-0.00001	0.00002
omega_deltaSC	0.00008	nan	-0.00031	-0.00007	0.02020	-0.00226	0.00032	nan	0.00006	0.00011	-0.00241
omega_rhoC	-0.00020	nan	0.00014	-0.00011	-0.00226	0.02251	-0.00280	nan	0.00016	0.00014	0.00033
omega_deltaCB	0.00001	nan	0.00024	-0.00003	0.00032	-0.00280	0.00169	nan	-0.00001	-0.00002	-0.00023
omega_rhoB	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
b1	-0.00003	nan	0.00001	-0.00000	0.00006	0.00016	-0.00001	nan	0.00047	0.00000	-0.00001
b2	-0.00001	nan	-0.00002	-0.00001	0.00011	0.00014	-0.00002	nan	0.00000	0.00054	-0.00001
b3	-0.00001	nan	-0.00004	0.00002	-0.00241	0.00033	-0.00023	nan	-0.00001	-0.00001	0.00231
