rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
5	GD14	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	74600.094999	178951.138317
6	GD14	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	96469.694156	164400.865847
7	GD14	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	76882.701258	179341.166044
8	GD14	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	71134.346465	171789.873552
9	GD14	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	78681.557944	135865.754535
10	GD14	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	55682.076022	153937.377997
1	GD15	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	76162.167235	76058.347159
2	GD15	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	76366.868910	83874.402908
3	GD15	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	70204.597473	77654.397148
4	GD15	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	53165.741298	118641.457529
5	GD15	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	67412.538829	93508.213631
6	GD15	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	79474.271337	75008.772492
7	GD15	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	79943.928444	97733.431129
8	GD15	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	83720.000053	86020.217740
9	GD15	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	45689.231280	98852.108172
10	GD15	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	80001.268741	101203.756816
1	GD16	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	35877.103913	60309.381673
2	GD16	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	30864.411431	83460.585689
3	GD16	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	51886.895633	84415.114502
4	GD16	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	51122.505557	77563.816666
5	GD16	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	29711.694361	76114.817911
6	GD16	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	47362.313286	53463.731116
7	GD16	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	46775.582563	55315.119864
8	GD16	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	62279.999423	75640.903400
9	GD16	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	43562.033989	85761.127662
10	GD16	0.194551	0.000000	6.185324	0.000000	0.000000	-0.913665	57182.924605	64654.087434
