rhoS_pop	1.00000	nan	nan	-0.41084	-0.12130	0.03536	0.10806	0.05513	-0.02226	0.11769	0.04807	0.00561	-0.02657
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
S0_pop	-0.41084	nan	nan	1.00000	0.15503	-0.06990	-0.25640	-0.13049	0.02738	-0.23244	-0.18160	0.01059	0.08098
T0_pop	-0.12130	nan	nan	0.15503	1.00000	-0.01867	0.31319	-0.01279	-0.45943	-0.74166	-0.03414	-0.30230	-0.29433
omega_rhoS	0.03536	nan	nan	-0.06990	-0.01867	1.00000	0.00621	-0.03093	0.00895	0.02489	0.00988	-0.01182	0.00317
omega_deltaSC	0.10806	nan	nan	-0.25640	0.31319	0.00621	1.00000	0.06880	-0.29276	-0.33250	0.03905	-0.10400	-0.49504
omega_deltaCB	0.05513	nan	nan	-0.13049	-0.01279	-0.03093	0.06880	1.00000	0.00179	0.07580	0.02550	-0.01147	-0.11722
omega_S0	-0.02226	nan	nan	0.02738	-0.45943	0.00895	-0.29276	0.00179	1.00000	0.63773	0.03292	0.13151	0.18329
omega_T0	0.11769	nan	nan	-0.23244	-0.74166	0.02489	-0.33250	0.07580	0.63773	1.00000	0.05558	0.20434	0.28615
b1	0.04807	nan	nan	-0.18160	-0.03414	0.00988	0.03905	0.02550	0.03292	0.05558	1.00000	0.01327	-0.00935
b2	0.00561	nan	nan	0.01059	-0.30230	-0.01182	-0.10400	-0.01147	0.13151	0.20434	0.01327	1.00000	0.10135
b3	-0.02657	nan	nan	0.08098	-0.29433	0.00317	-0.49504	-0.11722	0.18329	0.28615	-0.00935	0.10135	1.00000
