rhoS_pop	1.00000	nan	-0.01993	0.00603	nan	0.03292	-0.00946	-0.02130	-0.01445	-0.02998	0.00256
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.01993	nan	1.00000	0.00958	nan	-0.21843	-0.01009	0.09176	0.00959	-0.02891	0.07813
omega_rhoS	0.00603	nan	0.00958	1.00000	nan	-0.03461	-0.00195	0.00874	-0.00121	-0.00457	0.00381
omega_deltaSC	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoC	0.03292	nan	-0.21843	-0.03461	nan	1.00000	-0.01999	-0.69841	-0.03204	-0.35729	0.09028
omega_deltaCB	-0.00946	nan	-0.01009	-0.00195	nan	-0.01999	1.00000	-0.00705	-0.00641	0.13603	-0.20184
omega_rhoB	-0.02130	nan	0.09176	0.00874	nan	-0.69841	-0.00705	1.00000	0.03176	0.24088	-0.12771
b1	-0.01445	nan	0.00959	-0.00121	nan	-0.03204	-0.00641	0.03176	1.00000	0.01368	-0.00294
b2	-0.02998	nan	-0.02891	-0.00457	nan	-0.35729	0.13603	0.24088	0.01368	1.00000	-0.08954
b3	0.00256	nan	0.07813	0.00381	nan	0.09028	-0.20184	-0.12771	-0.00294	-0.08954	1.00000
