rhoS_pop	1.00000	nan	-0.02848	0.00588	0.01033	-0.00540	0.01367	-0.02373	-0.00962	-0.00151
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.02848	nan	1.00000	-0.01215	0.07675	0.17417	-0.37888	-0.02223	-0.00108	-0.03822
omega_rhoS	0.00588	nan	-0.01215	1.00000	-0.00108	-0.05023	0.02282	-0.00181	-0.01323	0.00173
omega_deltaSC	0.01033	nan	0.07675	-0.00108	1.00000	-0.03743	0.09982	0.01259	0.06199	-0.37389
omega_deltaCB	-0.00540	nan	0.17417	-0.05023	-0.03743	1.00000	-0.42604	0.00086	-0.01339	-0.07437
omega_rhoB	0.01367	nan	-0.37888	0.02282	0.09982	-0.42604	1.00000	0.02616	0.00782	-0.03869
b1	-0.02373	nan	-0.02223	-0.00181	0.01259	0.00086	0.02616	1.00000	0.00968	-0.00457
b2	-0.00962	nan	-0.00108	-0.01323	0.06199	-0.01339	0.00782	0.00968	1.00000	-0.01123
b3	-0.00151	nan	-0.03822	0.00173	-0.37389	-0.07437	-0.03869	-0.00457	-0.01123	1.00000
