parameter	value	se_sa	rse_sa
rhoS_pop	0.61389627944856973	0.04634271331033393	7.54894839108018623
deltaSC_pop	0.36216841546597228	0.05368809054537997	14.82406754777440305
rhoC_pop	3.68321976452499378	nan	nan
deltaCB_pop	4.44710043324662863	0.39830012480080595	8.95640048565363500
rhoB_pop	0.30695852127861450	0.13633891406026655	44.41607077476012932
omega_rhoS	0.11877594791881092	0.03381726173327723	28.47147282410489311
omega_deltaSC	0.26940385321345223	0.15236546180159696	56.55652656195522354
omega_rhoC	0.06212822707688391	0.13290590931191107	213.92194106462994796
omega_deltaCB	0.05571085248826287	0.07232987910369214	129.83086036770046690
omega_rhoB	0.10662012720248010	0.11225120396255049	105.28143879379972248
b1	0.16392979962417301	0.02149896689566594	13.11473993438329622
b2	0.18065819082702905	0.02497159480322528	13.82256441787037460
b3	0.27118164490765356	0.04563964863691020	16.82991806191456163
