rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	14532002.595512	167683.061923
2	AG111	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	13418544.682168	121651.707672
3	AG111	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	9319816.683613	119958.642207
4	AG111	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	11927533.655114	116305.346458
5	AG111	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	7932316.380398	115608.550585
6	AG111	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	9336511.399385	132869.165699
7	AG111	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	7981162.478478	107833.912489
8	AG111	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	13462327.548721	111817.153237
9	AG111	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	10106947.388544	107920.155691
10	AG111	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	9675260.755559	118836.626162
1	AG112	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	13276728.049277	236385.526450
2	AG112	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	15055097.404934	234794.561183
3	AG112	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	19379266.247850	245013.187754
4	AG112	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	16214998.953355	231955.881959
5	AG112	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	11705012.403547	238909.810276
6	AG112	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	12182605.317328	197211.078143
7	AG112	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	12742293.927902	173200.547475
8	AG112	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	14257789.512048	230482.657600
9	AG112	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	13950788.419776	204269.235799
10	AG112	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	15115258.014897	233836.323033
1	AG139	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	10288370.787157	112957.400428
2	AG139	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	10493207.590991	140055.159877
3	AG139	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	11280642.844324	132202.262385
4	AG139	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	10622632.904412	117551.890670
5	AG139	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	11481234.624743	133684.229090
6	AG139	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	10803360.132958	123445.780922
7	AG139	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	9383677.059273	162611.051604
8	AG139	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	9454591.515432	124699.908119
9	AG139	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	12597998.002533	144053.079288
10	AG139	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	9132908.186060	153999.508448
1	AG142	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	15683746.844178	186871.891754
2	AG142	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	13727013.363775	211965.033992
3	AG142	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	16883227.801591	140333.649898
4	AG142	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	14729691.309342	231955.726944
5	AG142	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	13688408.735139	178432.304776
6	AG142	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	12987553.496687	171158.204297
7	AG142	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	18070744.195391	139353.885344
8	AG142	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	16394328.530925	172850.221924
9	AG142	-1.266949	0.000000	2.527178	0.000000	0.000000	-0.165078	12427282.538527	211845.786401
