rhoS_pop	1.00000	nan	-0.03123	0.00174	-0.00547	-0.01530	-0.02505	0.02733	-0.03204	-0.00657	-0.00420
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.03123	nan	1.00000	0.04584	-0.06361	-0.34143	-0.20886	0.29554	-0.06259	0.06789	0.01088
omega_rhoS	0.00174	nan	0.04584	1.00000	-0.05257	-0.12810	-0.03053	0.05775	-0.01548	-0.00548	0.02341
omega_deltaSC	-0.00547	nan	-0.06361	-0.05257	1.00000	0.34998	0.30854	-0.35478	0.07893	-0.02281	-0.31124
omega_rhoC	-0.01530	nan	-0.34143	-0.12810	0.34998	1.00000	0.45480	-0.70606	0.14453	-0.10260	-0.06415
omega_deltaCB	-0.02505	nan	-0.20886	-0.03053	0.30854	0.45480	1.00000	-0.91090	0.19746	-0.18134	-0.02635
omega_rhoB	0.02733	nan	0.29554	0.05775	-0.35478	-0.70606	-0.91090	1.00000	-0.21018	0.17942	0.00926
b1	-0.03204	nan	-0.06259	-0.01548	0.07893	0.14453	0.19746	-0.21018	1.00000	-0.02763	-0.00435
b2	-0.00657	nan	0.06789	-0.00548	-0.02281	-0.10260	-0.18134	0.17942	-0.02763	1.00000	-0.00072
b3	-0.00420	nan	0.01088	0.02341	-0.31124	-0.06415	-0.02635	0.00926	-0.00435	-0.00072	1.00000
