rhoS_pop	1.00000	nan	-0.04700	-0.00382	0.00909	-0.01076	0.00474	-0.02219	-0.01291	-0.00267
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.04700	nan	1.00000	-0.00471	0.05881	-0.04160	-0.08303	0.01529	-0.03181	-0.03245
omega_rhoS	-0.00382	nan	-0.00471	1.00000	-0.01670	-0.04854	-0.02850	0.00235	-0.02226	0.00950
omega_deltaSC	0.00909	nan	0.05881	-0.01670	1.00000	0.17225	0.02631	0.00422	0.05534	-0.36340
omega_deltaCB	-0.01076	nan	-0.04160	-0.04854	0.17225	1.00000	-0.09153	0.02296	0.04786	-0.09586
omega_rhoB	0.00474	nan	-0.08303	-0.02850	0.02631	-0.09153	1.00000	-0.00070	-0.03369	-0.10321
b1	-0.02219	nan	0.01529	0.00235	0.00422	0.02296	-0.00070	1.00000	0.00908	-0.00322
b2	-0.01291	nan	-0.03181	-0.02226	0.05534	0.04786	-0.03369	0.00908	1.00000	-0.01177
b3	-0.00267	nan	-0.03245	0.00950	-0.36340	-0.09586	-0.10321	-0.00322	-0.01177	1.00000
