parameter	value	se_sa	rse_sa
rhoS_pop	0.61288877857941593	0.04619775371898225	7.53770591559233694
deltaSC_pop	0.35098979153539439	0.05255313510703907	14.97283863361009359
rhoC_pop	3.90949691382265652	nan	nan
deltaCB_pop	4.57096182393614026	0.36745658483665333	8.03893357657119090
rhoB_pop	0.24292140214148000	0.13199572027106621	54.33680157756973017
omega_rhoS	0.11863494156644479	0.03354713473719637	28.27761728057780388
omega_deltaSC	0.25205104276841700	0.16072480590240382	63.76676888025289003
omega_rhoC	0.09505009194193126	0.14323228756203954	150.69137192370536127
omega_deltaCB	0.06705196531964501	0.06480682718934222	96.65164455717302872
omega_rhoB	0.05268775662157287	0.13697487455908527	259.97477088064374584
b1	0.16382518038122695	0.02148269064684654	13.11317991340254707
b2	0.17728183701322753	0.02364218663132380	13.33593278907629376
b3	0.27464326002461914	0.04871974790472691	17.73928400804725669
