rhoS_pop	0.00218	nan	nan	-0.00001	0.00012	-0.00003	-0.00002	-0.00003
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoS	-0.00001	nan	nan	0.00114	-0.00023	0.00003	-0.00003	0.00000
omega_deltaSC	0.00012	nan	nan	-0.00023	0.01667	-0.00018	0.00025	-0.00167
b1	-0.00003	nan	nan	0.00003	-0.00018	0.00054	-0.00003	-0.00001
b2	-0.00002	nan	nan	-0.00003	0.00025	-0.00003	0.00060	-0.00001
b3	-0.00003	nan	nan	0.00000	-0.00167	-0.00001	-0.00001	0.00298
