parameter	value	se_sa	rse_sa
rhoS_pop	0.61184717914523290	0.04583279935743211	7.49089003261595021
deltaSC_pop	0.24690396977359227	0.03333506278449980	13.50122592806734545
rhoC_pop	6.72289716221118461	nan	nan
deltaCB_pop	8.26709205990413665	0.53204650521211594	6.43571525945104117
rhoB_pop	0.27305846670308287	0.14333357128910065	52.49189780478702261
omega_rhoS	0.11769137617641172	0.03340439471144348	28.38304368314333459
omega_deltaSC	0.19896715850657185	0.17697255017330851	88.94560866308151503
omega_rhoC	0.10530896092707064	nan	nan
omega_deltaCB	0.01635941106430058	0.09023579775637934	551.58341215162329263
omega_rhoB	0.12986409873794880	0.08850095124803105	68.14889727654141893
b1	0.16405248443028148	0.02166887610985258	13.20850225774017872
b2	0.17676459319393642	0.02314937478215397	13.09616047188576182
b3	0.29148339356645570	0.05253141673958645	18.02209590633496461
