rhoS_pop	0.00204	nan	nan	-0.00000	nan	-0.00013	-0.00006	-0.00003	-0.00000	0.00002
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoS	-0.00000	nan	nan	0.00107	nan	0.00001	0.00002	-0.00002	-0.00001	-0.00001
omega_deltaSC	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoC	-0.00013	nan	nan	0.00001	nan	0.15727	0.02651	0.00008	0.00010	-0.01212
omega_deltaCB	-0.00006	nan	nan	0.00002	nan	0.02651	0.07118	0.00004	0.00002	-0.00771
b1	-0.00003	nan	nan	-0.00002	nan	0.00008	0.00004	0.00049	0.00000	-0.00002
b2	-0.00000	nan	nan	-0.00001	nan	0.00010	0.00002	0.00000	0.00064	-0.00019
b3	0.00002	nan	nan	-0.00001	nan	-0.01212	-0.00771	-0.00002	-0.00019	0.00944
