rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	1	0.56312494814663527	-0.68631992472776282	3.99129362606547655	0.00000000000000000	-0.06571142253129839	0.26261166005181646	-0.04936825952271839	-0.68631992472776282	0.00000000000000000	0.00000000000000000	-0.06571142253129839	0.00000000000000000
2	1	0.59480400562094005	-0.36933583867151165	3.99129362606547655	0.00000000000000000	0.04421956929579177	0.26261166005181646	-0.01768920204841362	-0.36933583867151165	0.00000000000000000	0.00000000000000000	0.04421956929579177	0.00000000000000000
3	1	0.62741945000597299	-0.24470662943064542	3.99129362606547655	0.00000000000000000	0.12681971132400091	0.26261166005181646	0.01492624233661932	-0.24470662943064542	0.00000000000000000	0.00000000000000000	0.12681971132400091	0.00000000000000000
4	1	0.59871278787673654	-0.21221745290983132	3.99129362606547655	0.00000000000000000	0.15816231225669403	0.26261166005181646	-0.01378041979261713	-0.21221745290983132	0.00000000000000000	0.00000000000000000	0.15816231225669403	0.00000000000000000
5	1	0.57102970779786710	-0.14905143196913428	3.99129362606547655	0.00000000000000000	0.00518513483785982	0.26261166005181646	-0.04146349987148656	-0.14905143196913428	0.00000000000000000	0.00000000000000000	0.00518513483785982	0.00000000000000000
6	1	0.62684217299445288	-0.60424656817216604	3.99129362606547655	0.00000000000000000	0.00291327507839345	0.26261166005181646	0.01434896532509922	-0.60424656817216604	0.00000000000000000	0.00000000000000000	0.00291327507839345	0.00000000000000000
7	1	0.56000570052227705	-0.49714008276180166	3.99129362606547655	0.00000000000000000	0.04725211215341375	0.26261166005181646	-0.05248750714707662	-0.49714008276180166	0.00000000000000000	0.00000000000000000	0.04725211215341375	0.00000000000000000
8	1	0.57458252297212131	-0.40259596890116595	3.99129362606547655	0.00000000000000000	0.04022692955907260	0.26261166005181646	-0.03791068469723236	-0.40259596890116595	0.00000000000000000	0.00000000000000000	0.04022692955907260	0.00000000000000000
9	1	0.60754434358658704	-0.44781719094905970	3.99129362606547655	0.00000000000000000	0.02686419384649179	0.26261166005181646	-0.00494886408276662	-0.44781719094905970	0.00000000000000000	0.00000000000000000	0.02686419384649179	0.00000000000000000
10	1	0.61157761591266990	-0.38699441250691491	3.99129362606547655	0.00000000000000000	0.08768342527177690	0.26261166005181646	-0.00091559175668376	-0.38699441250691491	0.00000000000000000	0.00000000000000000	0.08768342527177690	0.00000000000000000
1	2	0.75581990420154832	0.18768463505523783	3.99129362606547655	0.00000000000000000	-0.02473782782464541	0.26261166005181646	0.14332669653219465	0.18768463505523783	0.00000000000000000	0.00000000000000000	-0.02473782782464541	0.00000000000000000
2	2	0.74905643470646954	0.09787204109514487	3.99129362606547655	0.00000000000000000	-0.01786152950830050	0.26261166005181646	0.13656322703711588	0.09787204109514487	0.00000000000000000	0.00000000000000000	-0.01786152950830050	0.00000000000000000
3	2	0.76239066932927746	-0.14478703485083783	3.99129362606547655	0.00000000000000000	-0.10629078359233669	0.26261166005181646	0.14989746165992379	-0.14478703485083783	0.00000000000000000	0.00000000000000000	-0.10629078359233669	0.00000000000000000
