rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	831120851.682231	79427.061083
2	AG111	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	537593062.605415	74526.151408
3	AG111	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	332940171.783812	62966.969974
4	AG111	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	445613809.846597	81673.920187
5	AG111	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	366397039.605264	84059.208309
6	AG111	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	389852426.649809	84118.042764
7	AG111	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	362221239.438154	89192.971354
8	AG111	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	361476961.567464	80074.339694
9	AG111	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	475995608.545062	92408.142381
10	AG111	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	420616556.400318	69623.149700
1	AG112	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	477527120.927515	119581.552922
2	AG112	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	444798531.037569	119676.083071
3	AG112	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	491472967.607845	105681.147322
4	AG112	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	417200161.891612	125210.228218
5	AG112	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	499708299.148937	122781.670797
6	AG112	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	453117790.357793	105503.928960
7	AG112	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	606781029.423484	123283.930373
8	AG112	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	557361277.002603	145192.475341
9	AG112	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	456503994.468518	103593.153929
10	AG112	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	523240203.303827	175198.777102
1	AG139	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	313293293.719436	92761.781723
2	AG139	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	297335587.393458	75842.005182
3	AG139	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	368382529.255687	75580.033754
4	AG139	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	407348632.059138	92011.928817
5	AG139	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	344835709.056654	86270.814897
6	AG139	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	429577517.945580	73084.407427
7	AG139	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	535334290.164961	76036.482558
8	AG139	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	366364649.555302	88449.853348
9	AG139	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	358455229.103117	80504.095098
10	AG139	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	500805084.292746	81739.672417
1	AG142	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	614705787.041533	105146.128280
2	AG142	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	593826285.191158	116770.613823
3	AG142	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	579654492.276966	100729.582240
4	AG142	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	521979671.569060	118645.697244
5	AG142	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	378343562.553337	94238.507093
6	AG142	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	501308550.967955	116067.427681
7	AG142	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	567401908.259804	87603.437921
8	AG142	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	611709773.713035	103848.357761
9	AG142	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	536447868.783191	111738.155044
10	AG142	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	493629803.300451	96512.213959
1	GD14	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	357338298.640523	118551.317147
2	GD14	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	311785424.628659	111837.322409
3	GD14	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	479606208.789930	103505.559876
4	GD14	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	516782978.925105	122226.116725
5	GD14	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	392367187.692202	120220.309887
6	GD14	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	374867619.927804	144034.639461
7	GD14	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	560841975.507534	117272.228047
8	GD14	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	468294233.197915	104409.703939
9	GD14	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	385694754.744455	104707.084652
10	GD14	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	424703016.676491	105893.052716
1	GD15	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	589852832.450517	83738.374801
2	GD15	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	429579903.345800	76887.124582
3	GD15	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	306897492.622237	84468.681028
4	GD15	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	354976874.267765	70426.989525
5	GD15	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	355275089.548009	70542.650364
6	GD15	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	450817188.128484	79524.059961
7	GD15	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	419114601.645223	85160.357985
8	GD15	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	349566753.222515	79350.377048
9	GD15	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	301879976.856208	61928.682384
10	GD15	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	510641880.641473	98242.436990
1	GD16	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	227856593.950224	58784.512829
2	GD16	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	301140844.361131	52112.352672
3	GD16	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	296141174.756808	63265.416732
4	GD16	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	378620694.941967	55061.994534
5	GD16	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	382787317.812383	62284.755335
6	GD16	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	429358670.500659	54406.827593
7	GD16	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	362987477.351221	61160.395533
8	GD16	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	372417956.393590	53808.178185
9	GD16	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	288236661.257992	59669.437482
10	GD16	-2.189488	0.000000	3.109659	0.000000	0.000000	0.490540	340079362.762454	59067.470916
