rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.647522	-0.101925
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.211849	-0.165614
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.267290	-0.334154
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.024200	-0.074030
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.171535	-0.045243
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.109485	-0.044543
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.182998	0.014038
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.185055	-0.093809
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.090156	0.049451
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.033531	-0.233667
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.093368	0.307234
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022369	0.308024
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.122154	0.183662
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041687	0.353230
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.138772	0.333643
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.040899	0.181984
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.332915	0.337726
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.247961	0.501296
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.048345	0.163707
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.184788	0.689157
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.328113	0.053270
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.380391	-0.148112
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.166131	-0.151572
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.065583	0.045154
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.232185	-0.019273
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.012451	-0.185149
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.207639	-0.145551
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.171624	0.005671
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.193449	-0.088456
