rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	1	0.56381197560110474	-0.30415335914490815	5.74379010353352371	0.00000000000000000	0.00000000000000000	0.28542962061477162	-0.04906752708307749	-0.30415335914490815	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
2	1	0.61628112748158426	-0.69166242283047397	5.74379010353352371	0.00000000000000000	0.00000000000000000	0.28542962061477162	0.00340162479740203	-0.69166242283047397	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
3	1	0.57283760044451937	-0.31433014981019830	5.74379010353352371	0.00000000000000000	0.00000000000000000	0.28542962061477162	-0.04004190223966286	-0.31433014981019830	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
4	1	0.58411079618899520	-0.53697913024311161	5.74379010353352371	0.00000000000000000	0.00000000000000000	0.28542962061477162	-0.02876870649518704	-0.53697913024311161	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
5	1	0.55792785948351042	-0.36219579978284022	5.74379010353352371	0.00000000000000000	0.00000000000000000	0.28542962061477162	-0.05495164320067181	-0.36219579978284022	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
6	1	0.61175028461778436	-0.54297402243234105	5.74379010353352371	0.00000000000000000	0.00000000000000000	0.28542962061477162	-0.00112921806639787	-0.54297402243234105	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
7	1	0.59789200607746429	-0.49251163697897971	5.74379010353352371	0.00000000000000000	0.00000000000000000	0.28542962061477162	-0.01498749660671794	-0.49251163697897971	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
8	1	0.56901946113354174	-0.48258329722248627	5.74379010353352371	0.00000000000000000	0.00000000000000000	0.28542962061477162	-0.04386004155064049	-0.48258329722248627	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
9	1	0.64302450458792126	-0.58707271000918104	5.74379010353352371	0.00000000000000000	0.00000000000000000	0.28542962061477162	0.03014500190373903	-0.58707271000918104	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
10	1	0.56817974633977675	-0.50999911656005825	5.74379010353352371	0.00000000000000000	0.00000000000000000	0.28542962061477162	-0.04469975634440548	-0.50999911656005825	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
1	2	0.75697328719290424	-0.26238967819203413	5.74379010353352371	0.00000000000000000	0.00000000000000000	0.28542962061477162	0.14409378450872201	-0.26238967819203413	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
2	2	0.76483150246638487	0.17039519116649154	5.74379010353352371	0.00000000000000000	0.00000000000000000	0.28542962061477162	0.15195199978220264	0.17039519116649154	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
3	2	0.73761245288870647	0.06278530859556544	5.74379010353352371	0.00000000000000000	0.00000000000000000	0.28542962061477162	0.12473295020452424	0.06278530859556544	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
