rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	21760.180248	23987.525861
2	AG111	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	22758.944861	22452.794413
3	AG111	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	20032.479018	27172.114019
4	AG111	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	21233.624733	23415.038571
5	AG111	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	25081.187405	25376.354909
6	AG111	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	20534.530103	21701.181096
7	AG111	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	22535.887712	21938.454746
8	AG111	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	20900.663559	21413.379322
9	AG111	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	24864.572012	19737.403595
10	AG111	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	21708.626722	24821.823432
1	AG112	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	27217.887324	31813.861049
2	AG112	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	31596.028070	34210.337623
3	AG112	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	27208.264485	33440.026999
4	AG112	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	30523.985741	28845.245680
5	AG112	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	28000.389367	34441.202472
6	AG112	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	32952.534784	30009.126519
7	AG112	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	30197.647779	30264.633010
8	AG112	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	29663.341963	30492.608629
9	AG112	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	32959.721223	35512.679388
10	AG112	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	30439.895864	31031.105185
1	AG139	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	21394.905629	22411.507499
2	AG139	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	24946.410188	21696.929880
3	AG139	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	26184.861621	28322.840418
4	AG139	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	19388.607920	21570.287575
5	AG139	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	22896.023958	22691.291934
6	AG139	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	25176.884339	25871.398078
7	AG139	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	21193.837125	23364.929828
8	AG139	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	19596.409056	25242.827227
9	AG139	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	21540.850085	25624.370565
10	AG139	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	22298.823723	23988.389977
1	AG142	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	30102.824704	31453.989226
2	AG142	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	24383.606879	31713.042828
3	AG142	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	28848.737840	29166.530478
4	AG142	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	27574.192839	29794.307137
5	AG142	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	31942.241362	29336.501266
6	AG142	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	26574.828621	30551.325465
7	AG142	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	28217.418883	28311.637510
8	AG142	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	28329.498188	32901.680122
9	AG142	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	25065.438721	30280.108745
10	AG142	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	24702.843588	32792.031540
1	GD14	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	24219.640528	28300.413714
2	GD14	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	23943.647884	30603.161749
3	GD14	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	26131.576157	27229.907523
4	GD14	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	21239.649125	30922.622714
5	GD14	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	22856.608018	31166.273389
6	GD14	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	23615.701228	27842.670627
7	GD14	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	21650.776169	29456.159002
8	GD14	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	25187.229649	28333.784726
9	GD14	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	23625.801429	28124.232241
10	GD14	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	22829.305132	31417.813493
1	GD15	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	22604.792079	22605.336153
2	GD15	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	18729.924676	22148.195552
3	GD15	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	22701.282389	20332.430870
4	GD15	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	24569.673118	21323.232459
5	GD15	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	23283.113083	23190.591164
6	GD15	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	19953.922203	21907.353077
7	GD15	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	27603.121749	20896.098845
8	GD15	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	25060.467744	22493.598057
9	GD15	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	20840.482824	24615.155330
10	GD15	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	25645.167872	22797.128250
1	GD16	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	18512.606436	18420.107881
2	GD16	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	20225.516627	20695.454147
3	GD16	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	20555.073260	18818.344704
4	GD16	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	14964.822978	18347.263423
5	GD16	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	20816.362365	18413.515616
6	GD16	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	21091.670800	23452.220058
7	GD16	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	19957.884627	18749.828976
8	GD16	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	18856.327676	20050.937781
9	GD16	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	17599.244317	19517.652484
10	GD16	0.642400	0.000000	3.148967	0.000000	0.000000	0.226135	17497.080747	17641.345101
