rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
9	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002420	0.109247
10	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.031875	0.219991
1	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041758	-0.109198
2	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.229797	-0.129628
3	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.037498	-0.215167
4	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.041593	-0.167587
5	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.012191	-0.083637
6	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.166494	-0.140562
7	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.158009	-0.187822
8	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.061372	-0.114153
9	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.123022	-0.024022
10	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.084435	-0.100750
1	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.241468	-0.313941
2	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.152975	-0.197470
3	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.136812	-0.292552
4	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.454217	-0.317904
5	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.124180	-0.314299
6	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.111042	-0.072419
7	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.166295	-0.296199
8	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.223071	-0.229108
9	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.292064	-0.256065
10	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.297886	-0.357139
