rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.079838	-0.049850
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.034962	-0.115969
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.162565	0.074807
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.104334	-0.074006
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.062198	0.006434
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.137812	-0.150017
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.044811	-0.139143
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.120139	-0.163368
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.053524	-0.244869
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.082210	-0.015661
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.143955	0.232518
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.293112	0.305144
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.143601	0.282369
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.258593	0.134561
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.172299	0.311869
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.335148	0.174117
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.247844	0.182596
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.229992	0.190100
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.335366	0.342506
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.255834	0.207606
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.096767	-0.117810
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.056810	-0.150213
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.105262	0.116284
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.195234	-0.156067
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.028957	-0.105403
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.066007	0.025754
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.106209	-0.076148
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.184573	0.001158
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.089969	0.016160
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.055386	-0.049814
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.244699	0.221142
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.033991	0.229344
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.202146	0.145638
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.156961	0.166933
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.304010	0.151448
6	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.120045	0.192024
7	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.180020	0.115889
8	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.183984	0.266140
9	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.061570	0.183107
10	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.046999	0.262801
1	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.027244	0.115492
2	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015783	0.193719
3	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.103225	0.076932
4	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.104050	0.204104
5	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.030680	0.211952
6	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001992	0.099186
7	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.084878	0.155519
8	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.066417	0.116671
