rhoS_pop	0.00215	-0.00045	0.00415	0.00582	0.00014	-0.00000	0.00012	nan	-0.00024	0.00056	-0.00002	-0.00001	0.00005
deltaSC_pop	-0.00045	0.01660	-0.13336	-0.16864	-0.00444	-0.00000	-0.00700	nan	0.00927	-0.02260	-0.00024	0.00020	-0.00070
rhoC_pop	0.00415	-0.13336	1.28257	1.60941	0.02697	-0.00014	0.05663	nan	-0.08896	0.20874	0.00221	-0.00287	0.00701
deltaCB_pop	0.00582	-0.16864	1.60941	2.07799	0.04812	-0.00017	0.06640	nan	-0.10736	0.25837	0.00266	-0.00299	0.00984
rhoB_pop	0.00014	-0.00444	0.02697	0.04812	0.00797	0.00003	0.00147	nan	-0.00051	0.00413	0.00005	0.00012	0.00023
omega_rhoS	-0.00000	-0.00000	-0.00014	-0.00017	0.00003	0.00113	-0.00005	nan	-0.00007	0.00007	0.00000	-0.00001	0.00001
omega_deltaSC	0.00012	-0.00700	0.05663	0.06640	0.00147	-0.00005	0.02445	nan	-0.00569	0.01584	0.00023	0.00001	-0.00230
omega_rhoC	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_deltaCB	-0.00024	0.00927	-0.08896	-0.10736	-0.00051	-0.00007	-0.00569	nan	0.00875	-0.01817	-0.00021	0.00021	-0.00038
omega_rhoB	0.00056	-0.02260	0.20874	0.25837	0.00413	0.00007	0.01584	nan	-0.01817	0.05066	0.00066	-0.00044	0.00014
b1	-0.00002	-0.00024	0.00221	0.00266	0.00005	0.00000	0.00023	nan	-0.00021	0.00066	0.00047	-0.00000	-0.00001
b2	-0.00001	0.00020	-0.00287	-0.00299	0.00012	-0.00001	0.00001	nan	0.00021	-0.00044	-0.00000	0.00056	-0.00002
b3	0.00005	-0.00070	0.00701	0.00984	0.00023	0.00001	-0.00230	nan	-0.00038	0.00014	-0.00001	-0.00002	0.00224
