rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	34465.712996	21512.386580
2	AG111	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	29765.642967	19345.832164
3	AG111	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	24221.921971	23070.202434
4	AG111	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	24238.474925	23576.356334
5	AG111	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	28021.682213	23891.842210
6	AG111	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	27763.379998	21880.203069
7	AG111	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	32904.257492	20563.635400
8	AG111	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	36194.366326	21325.110688
9	AG111	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	28560.546802	22298.036582
10	AG111	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	29451.534433	19999.786990
1	AG112	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	35874.906431	27255.453636
2	AG112	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	44720.007291	27274.311595
3	AG112	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	37998.645509	34047.312371
4	AG112	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	49771.426825	32704.500573
5	AG112	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	47133.188723	33793.537200
6	AG112	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	41617.242458	31068.570610
7	AG112	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	40233.652369	31055.919796
8	AG112	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	51592.873442	32091.299141
9	AG112	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	44840.767917	30389.314797
10	AG112	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	38342.998513	32893.686617
1	AG139	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	26573.575117	25847.519128
2	AG139	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	25656.821143	19381.329799
3	AG139	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	26781.435335	24064.437311
4	AG139	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	28372.454566	23399.582915
5	AG139	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	28827.805525	21267.630991
6	AG139	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	26768.610969	23531.875730
7	AG139	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	33193.604072	23845.378121
8	AG139	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	27342.881998	21861.434309
9	AG139	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	27221.636657	21788.283100
10	AG139	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	25549.143454	25018.790256
1	AG142	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	38381.289302	30163.600870
2	AG142	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	39800.112598	36456.283399
3	AG142	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	41730.515989	27157.233432
4	AG142	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	50202.343474	30483.725486
5	AG142	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	41805.986384	29511.418810
6	AG142	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	38569.062520	30766.206289
7	AG142	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	52199.801661	32927.839590
8	AG142	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	38271.202604	27725.685766
9	AG142	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	40192.923133	29534.560537
10	AG142	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	40610.474625	29155.624306
1	GD14	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	31924.628284	37833.400128
2	GD14	0.508881	0.000000	2.013064	0.000000	0.000000	-0.112007	33092.910994	29610.510975
