rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.104375	-0.149253
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.042236	-0.255404
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.248332	-0.079340
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.247649	-0.057637
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.102612	-0.044344
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.111872	-0.132299
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.058012	-0.194357
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.153313	-0.157996
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.083564	-0.113383
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052844	-0.222160
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.144448	0.087372
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.364831	0.088064
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.201960	0.309870
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.471851	0.269631
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.417387	0.302388
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.292924	0.218315
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.259113	0.217908
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.507793	0.250704
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.367527	0.196210
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.210982	0.275399
