rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	1	0.61609583909454302	0.25638505465115252	3.67664673177107071	4.16282479695036223	0.17204794168278964	0.00285587545984889	-0.33705925248807489	-0.13021712809083263	-0.06378507431249236	-0.07067801235709417
2	1	0.59639585842040943	0.17973747312539695	3.80659346949841559	4.79875128856500854	0.06965066778711224	-0.01684410521428470	-0.69224238301119012	-0.00027039036348775	0.07837677998149362	-0.17307528625277158
3	1	0.59554615173409697	0.19624227474526912	3.89885782254096336	4.71197755530688944	0.19425921348960079	-0.01769381190059716	-0.60438969511123131	0.09199396267906002	0.06012872716063988	-0.04846674055028302
4	1	0.58941043627005063	0.41420031722397971	3.73431662368875417	4.52903943713260038	0.16079083002368222	-0.02382952736464350	0.14261002818906510	-0.07254723617314918	0.02053091635486703	-0.08193512401620159
5	1	0.62931478861364287	0.28015013762294105	3.61737586674436473	4.45915060417166220	0.16186199237100554	0.01607482497894874	-0.24841402138512758	-0.18948799311753861	0.00497934452709115	-0.08086396166887827
6	1	0.58624634114531071	0.27698540380776876	3.82641190059046954	4.85021272690399563	0.24216913037083393	-0.02699362248938342	-0.25977487567943625	0.01954804072856620	0.08904360933252398	-0.00055682366904988
7	1	0.59442089441213652	0.19516394904282558	3.56748949437904805	4.43348693031953722	0.34473339769656702	-0.01881906922255761	-0.60989971700204659	-0.23937436548285529	-0.00079256397613214	0.10200744365668321
8	1	0.57900549187419925	0.27443361351247691	3.74892469468356504	4.50046746452130009	0.16059557208762676	-0.03423447176049488	-0.26903030007088824	-0.05793916517833830	0.01420231651343795	-0.08213038195225705
9	1	0.57311373031116020	0.27966925714748875	3.71591388612428464	4.53722283039212559	0.23614239185294778	-0.04012623332353393	-0.25013200614314024	-0.09094997373761871	0.02233615764183949	-0.00658356218693604
10	1	0.61110112656293913	0.22380826602943421	3.74162147922958388	4.55680761751234353	0.25999030401114415	-0.00213883707175500	-0.47294995655318606	-0.06524238063231946	0.02664333860195778	0.01726434997126033
1	2	0.72196205696832993	0.43130110488784912	3.81844104621095148	4.19331212779403550	0.31481802845259310	0.10872209333363581	0.18306677876864486	0.01157718634904814	-0.05648805024576964	0.07209207441270929
2	2	0.74897296803778302	0.34790309379502088	3.91512205335135155	4.65213074199257282	0.32652247771221182	0.13573300440308889	-0.03181571175430897	0.10825819348944821	0.04734638285878190	0.08379652367232801
3	2	0.78266039283315214	0.33735198866991650	3.96589150446369532	4.37003682124846371	0.20014362024708404	0.16942042919845801	-0.06261282461227968	0.15902764460179197	-0.01520752088533039	-0.04258233379279977
4	2	0.74958045307037424	0.35220625061594246	3.82612872576501362	4.25257543837303853	0.22204904635950296	0.13634048943568011	-0.01952274339107829	0.01926486590311027	-0.04245417097151782	-0.02067690768038086
5	2	0.72316764350468721	0.35477798928418058	3.81881757780496622	4.31409134677139594	0.44290079942260052	0.10992767986999308	-0.01224747509938040	0.01195371794306288	-0.02809223363453128	0.20017484538271671
6	2	0.74298573414667290	0.54687839326989762	3.93103449922471171	4.47568686202433863	0.26392826836160699	0.12974577051197878	0.42048677528537715	0.12417063936280837	0.00868087279684127	0.02120231432172318
7	2	0.74102801101467508	0.39031135469909684	4.02116473182171497	4.32833510054303794	0.20860112080653478	0.12778804737998095	0.08320507935418930	0.21430087195981162	-0.02479599113706632	-0.03412483323334903
8	2	0.79030359157699559	0.33432345794888246	3.75836546786766057	4.58670701376189172	0.23482073064996081	0.17706362794230146	-0.07163072532678227	-0.04849839199424277	0.03318338453115000	-0.00790522338992300
9	2	0.69995317787057043	0.50601599779853412	3.81140157634010901	4.49962602403110878	0.47762834353137595	0.08671321423587630	0.34282859834668455	0.00453771647820567	0.01401533167962188	0.23490238949149214
10	2	0.71650719932911466	0.44373325143640457	3.65758764334148179	4.23501545127829448	0.31340769738902191	0.10326723569442053	0.21148391019179025	-0.14927621652042156	-0.04659197930309711	0.07068174334913810
1	3	0.55739419616057073	0.33109021728400290	3.84472331761445707	4.70830406948451330	0.37265075297365757	-0.05584576747412340	-0.08134878863383777	0.03785945775255373	0.05934881714204532	0.12992479893377376
2	3	0.59033285113395539	0.36470534139417188	3.63787099684476223	4.42166710187602607	0.32391854008848703	-0.02290711250073874	0.01535005705818593	-0.16899286301714112	-0.00346215852418119	0.08119258604860322
3	3	0.59403934030399330	0.45857056766309168	3.85920411943125874	4.86036705734804286	0.09778557958116887	-0.01920062333070083	0.24437450305314490	0.05234025956935540	0.09113500539143171	-0.14494037445871494
4	3	0.56754141715196527	0.27553495742534251	3.97948295873916624	4.61382589621393535	0.33538287086827134	-0.04569854648272886	-0.26502517889384269	0.17261909887726290	0.03907846936018955	0.09265691682838753
5	3	0.55024741421328527	0.45089126980890604	3.60532493141125077	4.29793255146455877	0.33365649409274389	-0.06299254942140886	0.22748653689471154	-0.20153892845065258	-0.03184485078011789	0.09093054005286008
6	3	0.60507195140267933	0.37450842438178034	3.92163818513722395	4.35188801959030602	0.23849726190542575	-0.00816801223201480	0.04187461107205870	0.11477432527532061	-0.01936917744238120	-0.00422869213445806
7	3	0.64109296741257138	0.29267332955858300	3.74711887230487672	4.28361737034409717	0.22120955577804549	0.02785300377787725	-0.20468261579027391	-0.05974498755702662	-0.03518112325515466	-0.02151639826183832
8	3	0.55633681955575642	0.32886814031735689	3.86803749217444715	4.51509170568107443	0.33294096423927350	-0.05690314407893771	-0.08808280552471115	0.06117363231254380	0.01744654212615093	0.09021501019938968
9	3	0.55709212968949573	0.35289095825719635	3.78206349439752287	4.32331353443356470	0.17338478731234439	-0.05614783394519840	-0.01758057755106579	-0.02480036546438047	-0.02595682576760550	-0.06934116672753943
10	3	0.54447280580316249	0.36387839734898458	3.96317142269410283	4.44670179056742931	0.21649211782587979	-0.06876715783153164	0.01308005196114093	0.15630756283219949	0.00218369484406744	-0.02623383621400402
1	4	0.82846622074798693	0.53810186204109811	3.55802312319681446	4.29837637802803307	0.25257062386335355	0.21522625711329280	0.40430819024548703	-0.24884073666508888	-0.03174159098163720	0.00984466982346974
2	4	0.78426503123671343	0.46849198822633897	3.76495519558986036	4.69880597912025788	0.24802019747225501	0.17102506760201930	0.26577931398432619	-0.04190866427204298	0.05732947357260709	0.00529424343237120
3	4	0.74338255300304201	0.44503739533050146	3.58946320922863871	4.25498592682437149	0.23211664114406183	0.13014258936834788	0.21441862644247267	-0.21740065063326464	-0.04188750129677477	-0.01060931289582198
4	4	0.72750635841540501	0.51920102773157994	3.90269820220125885	4.44745845028535758	0.19260233679631422	0.11426639478071088	0.36855145819648061	0.09583434233935550	0.00235384237891356	-0.05012361724356959
5	4	0.75461313908948902	0.47666252912271645	3.86218385178068324	4.57057149155911890	0.39540800283088856	0.14137317545479489	0.28306906774240115	0.05531999191877990	0.02965929407292034	0.15268204879100475
6	4	0.79599060749554118	0.50892591328801184	3.84154659236317286	4.51156624832330611	0.05748193062015042	0.18275064386084705	0.34856276585128732	0.03468273250126952	0.01666542079531341	-0.18524402341973339
7	4	0.76628276663758876	0.57981865299498547	3.85247931375362240	4.37430861881566191	0.22058804210395369	0.15304280300289463	0.47897570075620799	0.04561545389171906	-0.01423047853577919	-0.02213791193593012
8	4	0.74025828577137442	0.56582069233019350	3.67270599003316844	4.30595500329428749	0.08305551359749766	0.12701832213668030	0.45453754336526730	-0.13415786982873490	-0.02998000675383206	-0.15967044044238615
9	4	0.76967504200535253	0.45503574969342137	3.61013431762922687	4.33012279957358093	0.30146573932383541	0.15643507837065840	0.23663629997556657	-0.19672954223267647	-0.02438305408139918	0.05873978528395160
10	4	0.75576287285775623	0.43359162742300034	3.94211512051672841	4.45646217020771029	0.19090882452715366	0.14252290922306210	0.18836345384657061	0.13525126065482507	0.00437626000256763	-0.05181712951273015
1	5	0.60523929574312296	0.29844767489483687	4.10153928878608642	4.32692793710220780	0.25679164301802526	-0.00800066789157117	-0.18514506266131137	0.29467542892418308	-0.02512114900855056	0.01406568897814145
2	5	0.63977564631067418	0.34760130915288118	3.84589315213668348	4.48565042272036063	0.53219094153148272	0.02653568267598005	-0.03268352699688726	0.03902929227478014	0.01090455091206821	0.28946498749159888
3	5	0.61833419695318681	0.35571648453817239	3.89755008294843375	4.22132640976216678	0.41508299006743155	0.00509423331849268	-0.00960566482668779	0.09068622308653040	-0.04982956210151857	0.17235703602754773
4	5	0.63674465745749342	0.42925206762455020	4.13602609163972712	4.48338372940528451	0.36829088651430164	0.02350469382279929	0.17830462995298335	0.32916223177782378	0.01039910220379303	0.12556493247441783
5	5	0.60102469276224868	0.35119596625420579	4.10956093699060254	4.42137085150147691	0.41067614999055968	-0.01221527087244545	-0.02239531055738797	0.30269707712869920	-0.00352916046994278	0.16795019595067587
6	5	0.67362874549312590	0.27862465403596243	3.87069756232834106	4.02518980211784605	0.38084238710918544	0.06038878185843177	-0.25387413662177494	0.06383370246643771	-0.09740689030790883	0.13811643306930163
7	5	0.69006878590553267	0.33952344369883830	3.80683440860333988	4.57828284375279093	0.47281900910981217	0.07682882227083854	-0.05619668842415004	-0.00002945125856346	0.03134504700704688	0.23009305506992836
8	5	0.60720209441815887	0.36442280173429636	3.66795741783051721	4.33123761709968580	0.40919121574734868	-0.00603786921653526	0.01457505014978389	-0.13890644203138613	-0.02412563088720554	0.16646526170746487
9	5	0.61441749910412757	0.41778605973616145	3.79640833666763733	4.44317074498460851	0.41929884372477755	0.00117753546943344	0.15122979604415177	-0.01045552319426601	0.00138929745436522	0.17657288968489374
10	5	0.65988086545248636	0.35072300661905448	3.82843935857160078	4.14476776086658916	0.45056533627759893	0.04664090181779224	-0.02374292965590841	0.02157549870969744	-0.06813219759619615	0.20783938223771511
1	6	0.60155563350684005	0.35003946854670981	3.79154820240758861	4.34461977012552936	0.25927912229607714	-0.01168433012785408	-0.02569377124161432	-0.01531565745431474	-0.02104071073662528	0.01655316825619332
2	6	0.59028667823477476	0.35219126740562828	3.61471716148966093	4.41930792543128348	0.25004550075427867	-0.02295328539991937	-0.01956528530791668	-0.19214669837224241	-0.00399584999903602	0.00731954671439486
3	6	0.57193896376872577	0.49573988734718544	3.54023263813674793	4.33414683072081530	0.28816590979292367	-0.04130099986596836	0.32231168185368053	-0.26663122172515541	-0.02345417453164522	0.04543995575303986
4	6	0.57803079674179114	0.28059894811884178	3.92497181246412552	4.22324790889913437	0.12657274630243676	-0.03520916689290299	-0.24681326766782652	0.11810795260222218	-0.04937447719193733	-0.11615320773744706
5	6	0.56810852504926179	0.37014694992551267	3.62111228866319301	4.37155403373388296	0.26256232949754676	-0.04513143858543234	0.03016040210754378	-0.18575157119871033	-0.01486039585378318	0.01983637545766295
6	6	0.58287299896653244	0.38430363925782141	3.59549602061347473	4.41295906053150944	0.22090194913681160	-0.03036696466816169	0.06769328071792446	-0.21136783924842861	-0.00543350264322684	-0.02182400490307221
7	6	0.62713667962430930	0.36143340424503811	3.91122324273520006	4.37399004530847435	0.16576233596145734	0.01389671598961517	0.00633811736217904	0.10435938287329671	-0.01430330949858893	-0.07696361807842647
8	6	0.62594313746715002	0.35373720014333287	3.75149750459676401	4.49093568568229973	0.17724198574764005	0.01270317383245589	-0.01518542168122328	-0.05536635526513933	0.01208211741872289	-0.06548396829224376
9	6	0.66517072392673726	0.29545032830699697	3.69712279351843476	4.70484831569603124	0.17875775741682082	0.05193076029204313	-0.19523895764256149	-0.10974106634346859	0.05861457768594680	-0.06396819662306300
10	6	0.58190360368022054	0.35346339091827284	3.89967334048392500	4.39692415991235208	0.12775338180517243	-0.03133635995447359	-0.01595976842867342	0.09280948062202166	-0.00907371396604373	-0.11497257223471138
1	7	0.34510212592739592	0.36658641561553396	3.87906793241935466	4.82304048128030161	0.39756953840155340	-0.26813783770729821	0.02049459301685852	0.07220407255745132	0.08342557856107424	0.15484358436166959
2	7	0.43842367228868590	0.36218580681001711	3.66815205961975854	4.87985672845129503	0.32517385352725631	-0.17481629134600823	0.00841767198050380	-0.13871180024214480	0.09513690463784763	0.08244789948737249
3	7	0.36867660022454163	0.32947035642497696	3.86386703477409466	4.59690669270488605	0.23126937068303940	-0.24456336341015250	-0.08625330207451865	0.05700317491219131	0.03540466331373815	-0.01145658335684441
4	7	0.35940863958399483	0.33908252410253453	3.76596583970332155	4.38914986524532047	0.27668273573735414	-0.25383132405069930	-0.05749617495763704	-0.04089802015858179	-0.01084340010201879	0.03395678169747032
5	7	0.39098675779630171	0.47041999321178590	3.76552227894844593	4.57571234458821063	0.03363065388311264	-0.22225320583839242	0.26988621161364779	-0.04134158091345741	0.03078343446973264	-0.20909530015677119
6	7	0.39203032312944253	0.31074583921596749	3.68073116953591306	4.51266841007478448	0.30416248305897253	-0.22120964050525160	-0.14476434583250386	-0.12613269032599028	0.01690968788248037	0.06143652901908872
7	7	0.40915232224280829	0.44515951427847583	3.56149321924218309	4.46046153694559155	0.20634425543866802	-0.20408764139188584	0.21469299034426159	-0.24537064061972025	0.00527328842568853	-0.03638169860121579
8	7	0.39070227270427049	0.40218073459662590	3.57393306538787581	4.12011308992382386	0.15827191951748229	-0.22253769093042364	0.11316188948955563	-0.23293079447402754	-0.07409834387695691	-0.08445403452240152
9	7	0.36387737490692690	0.33855134919253332	3.66875777322301611	4.35780857663478205	0.22107407087104247	-0.24936258872776723	-0.05906390951084473	-0.13810608663888724	-0.01800964490505486	-0.02165188316884134
10	7	0.42523074244264336	0.40006234851512618	3.56634214198918453	4.38939012514062643	0.25199089138871789	-0.18800922119205077	0.10788071960549439	-0.24052171787271881	-0.01078866209418838	0.00926493734883407
