rhoS_pop	0.00211	nan	-0.00003	0.00000	-0.00006	-0.00005	0.00000	-0.00001	-0.00003	-0.00001
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.00003	nan	0.00371	0.00000	0.00075	-0.00180	0.00008	-0.00001	-0.00052	0.00029
omega_rhoS	0.00000	nan	0.00000	0.00111	0.00003	-0.00007	-0.00004	-0.00000	-0.00002	0.00001
omega_deltaSC	-0.00006	nan	0.00075	0.00003	0.01201	-0.00257	0.00023	-0.00002	-0.00023	0.00032
omega_deltaCB	-0.00005	nan	-0.00180	-0.00007	-0.00257	0.08765	-0.00145	0.00004	0.00121	-0.00168
omega_rhoB	0.00000	nan	0.00008	-0.00004	0.00023	-0.00145	0.00236	-0.00001	-0.00014	-0.00010
b1	-0.00001	nan	-0.00001	-0.00000	-0.00002	0.00004	-0.00001	0.00047	0.00001	0.00000
b2	-0.00003	nan	-0.00052	-0.00002	-0.00023	0.00121	-0.00014	0.00001	0.00163	-0.00008
b3	-0.00001	nan	0.00029	0.00001	0.00032	-0.00168	-0.00010	0.00000	-0.00008	0.00201
