parameter	value	se_sa	rse_sa
rhoS_pop	0.61360599264498483	0.04650322441309396	7.57867833275862601
deltaSC_pop	0.39963162658003659	0.12748383364066018	31.90033650030154533
rhoC_pop	3.37869261374833529	0.91749783835513044	27.15541019096302477
deltaCB_pop	3.86745550846276620	0.99675648716660215	25.77292705722146238
rhoB_pop	0.23758814848201282	0.15206090812449449	64.00189112800238433
omega_rhoS	0.11903789051769355	0.03545815071383746	29.78728080582629900
omega_deltaSC	0.24829822940725957	0.17000339568393438	68.46742165248961953
omega_rhoC	0.08072123184383799	0.56398475565853456	698.68204780324776948
omega_deltaCB	0.03867503654684513	nan	nan
omega_rhoB	0.12590203042582637	0.07276951749358566	57.79852576440928402
b1	0.16370868163412824	0.02174510042160795	13.28280223415760553
b2	0.17716502256982464	0.02494001421156164	14.07727882727654567
b3	0.27216207166311124	0.04656638114155234	17.10979816437954426
