parameter	value	se_sa	rse_sa
rhoS_pop	0.61215990223060290	0.04613450315691692	7.53634842609110933
deltaSC_pop	0.25097030778486312	0.04644997188972604	18.50815433096727247
rhoC_pop	7.01217975650112102	0.36309735511224278	5.17809536721600061
deltaCB_pop	8.73478166346874119	nan	nan
rhoB_pop	0.27816140390738359	0.13498717572909735	48.52836296945157102
omega_rhoS	0.11784609566322621	0.03367414936583689	28.57468393528194284
omega_deltaSC	0.16290124183662213	0.77373641681830707	474.97269394318510649
omega_rhoC	0.06967025653644777	0.36028428255985928	517.12782537463124299
omega_deltaCB	0.01657837531019441	nan	nan
omega_rhoB	0.12822683514023994	0.05733203906722738	44.71142019884068475
b1	0.16381064130416720	0.02164270031627208	13.21202343386559086
b2	0.17691986783337973	0.02265798918315220	12.80692183451726862
b3	0.29716182301282462	0.11236063210844573	37.81126087101591793
