rhoS_pop	1.00000	nan	nan	0.00555	0.01524	0.02188	-0.01215	-0.02664	-0.00850	-0.00839
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoS	0.00555	nan	nan	1.00000	-0.01359	-0.02227	-0.00893	-0.00092	-0.01327	0.00951
omega_deltaSC	0.01524	nan	nan	-0.01359	1.00000	-0.04373	0.03253	-0.00676	0.01960	-0.40573
omega_rhoC	0.02188	nan	nan	-0.02227	-0.04373	1.00000	-0.71598	0.03230	0.00742	0.03321
omega_deltaCB	-0.01215	nan	nan	-0.00893	0.03253	-0.71598	1.00000	-0.02801	-0.00289	-0.09144
b1	-0.02664	nan	nan	-0.00092	-0.00676	0.03230	-0.02801	1.00000	0.00725	0.00623
b2	-0.00850	nan	nan	-0.01327	0.01960	0.00742	-0.00289	0.00725	1.00000	0.00144
b3	-0.00839	nan	nan	0.00951	-0.40573	0.03321	-0.09144	0.00623	0.00144	1.00000
