rhoS_pop	0.00214	0.00004	-0.00057	-0.00012	0.00005	0.00001	0.00001	0.00011	nan	-0.00001	-0.00002	-0.00000	-0.00000
deltaSC_pop	0.00004	0.00346	-0.01302	-0.01219	0.00064	0.00001	-0.00078	0.00257	nan	-0.00116	0.00008	-0.00000	-0.00005
rhoC_pop	-0.00057	-0.01302	0.17667	0.17004	-0.02108	-0.00013	0.00189	-0.03151	nan	0.01136	-0.00123	-0.00100	0.00068
deltaCB_pop	-0.00012	-0.01219	0.17004	0.21577	-0.00602	0.00007	-0.00532	-0.02822	nan	0.01149	-0.00138	-0.00038	0.00184
rhoB_pop	0.00005	0.00064	-0.02108	-0.00602	0.01104	0.00008	-0.00158	0.00567	nan	-0.00173	0.00013	0.00031	0.00018
omega_rhoS	0.00001	0.00001	-0.00013	0.00007	0.00008	0.00110	-0.00006	0.00006	nan	-0.00008	-0.00000	-0.00001	0.00001
omega_deltaSC	0.00001	-0.00078	0.00189	-0.00532	-0.00158	-0.00006	0.01910	-0.00161	nan	0.00186	0.00007	0.00002	-0.00202
omega_rhoC	0.00011	0.00257	-0.03151	-0.02822	0.00567	0.00006	-0.00161	0.03114	nan	-0.01070	0.00016	0.00041	0.00034
omega_deltaCB	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoB	-0.00001	-0.00116	0.01136	0.01149	-0.00173	-0.00008	0.00186	-0.01070	nan	0.00893	-0.00003	-0.00022	-0.00067
b1	-0.00002	0.00008	-0.00123	-0.00138	0.00013	-0.00000	0.00007	0.00016	nan	-0.00003	0.00047	0.00001	-0.00002
b2	-0.00000	-0.00000	-0.00100	-0.00038	0.00031	-0.00001	0.00002	0.00041	nan	-0.00022	0.00001	0.00055	0.00003
b3	-0.00000	-0.00005	0.00068	0.00184	0.00018	0.00001	-0.00202	0.00034	nan	-0.00067	-0.00002	0.00003	0.00212
