parameter	value	se_sa	rse_sa
rhoS_pop	0.61323123188440609	0.04642871179274385	7.57115903083938857
deltaSC_pop	0.36212681089053850	0.07344301118090832	20.28102006595370099
rhoC_pop	3.75149358201143412	0.78048226767667295	20.80457424795066856
deltaCB_pop	4.35711529461861513	1.28286588837689286	29.44300991900156106
rhoB_pop	0.24189795070457948	0.13730170073876960	56.76017524697876127
omega_rhoS	0.11898385448126152	0.03509390275776900	29.49467632458978628
omega_deltaSC	0.25540217643980651	0.41699796482605067	163.27110858600269694
omega_rhoC	0.06170190658228415	nan	nan
omega_deltaCB	0.03464208811824894	0.21748979411041172	627.81952799156272249
omega_rhoB	0.13272453402074619	0.29035666369605972	218.76638395330439835
b1	0.16358573454599107	0.02259915355939560	13.81486816201689649
b2	0.17666577300587757	0.02340291162061584	13.24699811538324035
b3	0.27194071426193833	0.10220513624888766	37.58360954749930727
