rhoS_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
S0_pop	nan	nan	nan	1.00000	0.00542	-0.01519	-0.00482	-0.13474	-0.00313	-0.00063
T0_pop	nan	nan	nan	0.00542	1.00000	-0.00417	-0.01403	-0.00140	-0.09601	-0.07620
omega_S0	nan	nan	nan	-0.01519	-0.00417	1.00000	0.00748	-0.09637	-0.00287	-0.00050
omega_T0	nan	nan	nan	-0.00482	-0.01403	0.00748	1.00000	0.00286	-0.01570	-0.06004
b1	nan	nan	nan	-0.13474	-0.00140	-0.09637	0.00286	1.00000	0.00174	-0.00045
b2	nan	nan	nan	-0.00313	-0.09601	-0.00287	-0.01570	0.00174	1.00000	0.04714
b3	nan	nan	nan	-0.00063	-0.07620	-0.00050	-0.06004	-0.00045	0.04714	1.00000
