parameter	value	se_sa	rse_sa
rhoS_pop	0.61192342497691454	0.04590763854352232	7.50218682104778622
deltaSC_pop	0.31918400771264677	0.06096751689249423	19.10105626199847961
rhoC_pop	4.43094436596453889	0.74393706854142605	16.78958269609156062
deltaCB_pop	5.19931963233956029	0.32113678425493397	6.17651552440584783
rhoB_pop	0.23084013667304221	0.26840475210368975	116.27299999560014498
omega_rhoS	0.11801502548850128	0.03335180783157968	28.26064536572870267
omega_deltaSC	0.23855817394578829	0.23128792637565496	96.95242152055310214
omega_rhoC	0.09487301763897221	0.43205350412460020	455.40187808585102403
omega_deltaCB	0.02721771389864923	0.07983325816255829	293.31360620452511512
omega_rhoB	0.13482026404372133	0.14299599477272437	106.06417053622718072
b1	0.16415563001145647	0.02157649348763484	13.14392536285780366
b2	0.17551494051674887	0.02642550650562394	15.05598693069792304
b3	0.27603904601280665	0.05985129356720082	21.68218389090652920
