rhoS_pop	1.00000	nan	nan	-0.00467	-0.01422	-0.00351	-0.00031	0.00395	-0.03103	-0.05227
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
S0_pop	-0.00467	nan	nan	1.00000	-0.01456	-0.08799	0.02667	-0.30888	0.01058	-0.01149
T0_pop	-0.01422	nan	nan	-0.01456	1.00000	0.00373	0.00747	0.00298	-0.08220	-0.07722
omega_S0	-0.00351	nan	nan	-0.08799	0.00373	1.00000	-0.06102	-0.30470	-0.02363	0.00181
omega_T0	-0.00031	nan	nan	0.02667	0.00747	-0.06102	1.00000	0.01200	0.00601	-0.07794
b1	0.00395	nan	nan	-0.30888	0.00298	-0.30470	0.01200	1.00000	0.00481	0.00367
b2	-0.03103	nan	nan	0.01058	-0.08220	-0.02363	0.00601	0.00481	1.00000	0.04395
b3	-0.05227	nan	nan	-0.01149	-0.07722	0.00181	-0.07794	0.00367	0.04395	1.00000
