rhoS_pop	0.00203	nan	nan	-0.00001	-0.00006	-0.00057	-0.00002	-0.00000	-0.00002	-0.00001
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoS	-0.00001	nan	nan	0.00108	-0.00009	-0.00037	-0.00009	-0.00002	-0.00001	0.00001
omega_deltaSC	-0.00006	nan	nan	-0.00009	0.37471	0.31611	0.08972	-0.00006	-0.00055	-0.00023
omega_rhoC	-0.00057	nan	nan	-0.00037	0.31611	2.62477	0.43116	-0.00014	-0.00292	0.00066
omega_deltaCB	-0.00002	nan	nan	-0.00009	0.08972	0.43116	1.67679	-0.00006	-0.00056	-0.00000
b1	-0.00000	nan	nan	-0.00002	-0.00006	-0.00014	-0.00006	0.00049	0.00000	-0.00000
b2	-0.00002	nan	nan	-0.00001	-0.00055	-0.00292	-0.00056	0.00000	0.00073	0.00000
b3	-0.00001	nan	nan	0.00001	-0.00023	0.00066	-0.00000	-0.00000	0.00000	0.00160
