rhoS_pop	1.00000	nan	nan	-0.00734	-0.00203	-0.00776	-0.00027	-0.00307	-0.01238	-0.00317
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoS	-0.00734	nan	nan	1.00000	-0.00427	-0.00692	-0.00202	-0.02339	-0.00940	0.00584
omega_deltaSC	-0.00203	nan	nan	-0.00427	1.00000	0.31875	0.11319	-0.00467	-0.03335	-0.00934
omega_rhoC	-0.00776	nan	nan	-0.00692	0.31875	1.00000	0.20552	-0.00392	-0.06672	0.01010
omega_deltaCB	-0.00027	nan	nan	-0.00202	0.11319	0.20552	1.00000	-0.00203	-0.01600	-0.00002
b1	-0.00307	nan	nan	-0.02339	-0.00467	-0.00392	-0.00203	1.00000	0.00023	-0.00512
b2	-0.01238	nan	nan	-0.00940	-0.03335	-0.06672	-0.01600	0.00023	1.00000	0.00145
b3	-0.00317	nan	nan	0.00584	-0.00934	0.01010	-0.00002	-0.00512	0.00145	1.00000
