rhoS_pop	1.00000	nan	nan	-0.19832	-0.13098	0.00276	0.03132	0.01868	-0.08108	-0.08515	-0.00314	0.01952	-0.00975
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
S0_pop	-0.19832	nan	nan	1.00000	0.31233	-0.02253	-0.15644	0.00353	0.05957	0.23583	-0.14047	-0.07458	0.08049
T0_pop	-0.13098	nan	nan	0.31233	1.00000	-0.02016	-0.07506	0.04696	0.32498	0.54934	-0.03232	-0.19039	0.01886
omega_rhoS	0.00276	nan	nan	-0.02253	-0.02016	1.00000	0.01589	-0.04076	0.01571	-0.03363	0.00007	-0.00465	-0.00642
omega_deltaSC	0.03132	nan	nan	-0.15644	-0.07506	0.01589	1.00000	-0.11434	0.20630	-0.13993	0.02780	0.08970	-0.36449
omega_deltaCB	0.01868	nan	nan	0.00353	0.04696	-0.04076	-0.11434	1.00000	-0.22969	0.00450	-0.00544	-0.03103	-0.01507
omega_S0	-0.08108	nan	nan	0.05957	0.32498	0.01571	0.20630	-0.22969	1.00000	0.14167	0.03479	-0.02140	-0.16413
omega_T0	-0.08515	nan	nan	0.23583	0.54934	-0.03363	-0.13993	0.00450	0.14167	1.00000	-0.02794	-0.12933	0.06511
b1	-0.00314	nan	nan	-0.14047	-0.03232	0.00007	0.02780	-0.00544	0.03479	-0.02794	1.00000	0.01837	-0.01927
b2	0.01952	nan	nan	-0.07458	-0.19039	-0.00465	0.08970	-0.03103	-0.02140	-0.12933	0.01837	1.00000	-0.02023
b3	-0.00975	nan	nan	0.08049	0.01886	-0.00642	-0.36449	-0.01507	-0.16413	0.06511	-0.01927	-0.02023	1.00000
