rhoS_pop	0.00225	nan	nan	-6.42409	-8.14569	0.00000	0.00022	0.00003	-0.00018	-0.00014	-0.00000	0.00002	-0.00002
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
S0_pop	-6.42409	nan	nan	466179.29114	279546.09729	-0.52021	-15.75631	0.08634	1.95210	5.77490	-2.11182	-1.19269	2.64666
T0_pop	-8.14569	nan	nan	279546.09729	1718358.52283	-0.89404	-14.51364	2.20349	20.44670	25.82707	-0.93284	-5.84541	1.19090
omega_rhoS	0.00000	nan	nan	-0.52021	-0.89404	0.00114	0.00008	-0.00005	0.00003	-0.00004	0.00000	-0.00000	-0.00001
omega_deltaSC	0.00022	nan	nan	-15.75631	-14.51364	0.00008	0.02176	-0.00060	0.00146	-0.00074	0.00009	0.00031	-0.00259
omega_deltaCB	0.00003	nan	nan	0.08634	2.20349	-0.00005	-0.00060	0.00128	-0.00039	0.00001	-0.00000	-0.00003	-0.00003
omega_S0	-0.00018	nan	nan	1.95210	20.44670	0.00003	0.00146	-0.00039	0.00230	0.00024	0.00004	-0.00002	-0.00038
omega_T0	-0.00014	nan	nan	5.77490	25.82707	-0.00004	-0.00074	0.00001	0.00024	0.00129	-0.00002	-0.00011	0.00011
b1	-0.00000	nan	nan	-2.11182	-0.93284	0.00000	0.00009	-0.00000	0.00004	-0.00002	0.00048	0.00001	-0.00002
b2	0.00002	nan	nan	-1.19269	-5.84541	-0.00000	0.00031	-0.00003	-0.00002	-0.00011	0.00001	0.00055	-0.00002
b3	-0.00002	nan	nan	2.64666	1.19090	-0.00001	-0.00259	-0.00003	-0.00038	0.00011	-0.00002	-0.00002	0.00232
