rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	19526.399647	20038.155553
2	AG111	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	22764.777824	19070.168519
3	AG111	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	20570.648478	21117.988630
4	AG111	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	21159.770142	22700.148746
5	AG111	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	22433.199437	21402.474287
6	AG111	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	20109.523339	24566.363818
7	AG111	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	23954.140310	24638.669898
8	AG111	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	22267.331075	21186.234440
9	AG111	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	20391.263231	25218.757946
10	AG111	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	23232.658570	22618.445258
1	AG112	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	26988.700708	27531.517864
2	AG112	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	28742.911836	33147.238583
3	AG112	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	27356.903352	32054.445706
4	AG112	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	30806.825865	32723.173511
5	AG112	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	29949.686232	28499.393899
6	AG112	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	26456.375913	30898.948362
7	AG112	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	31066.633442	29796.396135
8	AG112	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	28906.316235	32134.617966
9	AG112	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	24482.281787	35780.037907
10	AG112	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	26769.887226	33707.048533
1	AG139	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	24684.677011	25955.963298
2	AG139	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	22731.394672	20882.692537
3	AG139	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	23689.357782	20738.719865
4	AG139	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	26274.057585	23363.480405
5	AG139	0.645627	0.000000	3.059088	0.000000	0.000000	0.221028	20976.148278	23922.010207
