rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB
1	1	0.60407857744452398	-0.51149679859051222	5.82072031780186538	0.00000000000000000	0.00000000000000000	0.27984694632244406	-0.00919372845181232	-0.51149679859051222	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
2	1	0.60505798473528549	-0.49460011249638536	5.82072031780186538	0.00000000000000000	0.00000000000000000	0.27984694632244406	-0.00821432116105081	-0.49460011249638536	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
3	1	0.56045525721018463	-0.42638671479375062	5.82072031780186538	0.00000000000000000	0.00000000000000000	0.27984694632244406	-0.05281704868615167	-0.42638671479375062	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
4	1	0.57337936164375181	0.04428730100901639	5.82072031780186538	0.00000000000000000	0.00000000000000000	0.27984694632244406	-0.03989294425258449	0.04428730100901639	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
5	1	0.60869155165050814	0.01095159268469525	5.82072031780186538	0.00000000000000000	0.00000000000000000	0.27984694632244406	-0.00458075424582816	0.01095159268469525	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
6	1	0.57612645677762209	-0.13553077019063522	5.82072031780186538	0.00000000000000000	0.00000000000000000	0.27984694632244406	-0.03714584911871421	-0.13553077019063522	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
7	1	0.63228768535539648	-0.62135097655361093	5.82072031780186538	0.00000000000000000	0.00000000000000000	0.27984694632244406	0.01901537945906018	-0.62135097655361093	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
8	1	0.55558415219781832	-0.34002134677847184	5.82072031780186538	0.00000000000000000	0.00000000000000000	0.27984694632244406	-0.05768815369851799	-0.34002134677847184	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
9	1	0.57569329535215086	-0.02227475971999083	5.82072031780186538	0.00000000000000000	0.00000000000000000	0.27984694632244406	-0.03757901054418544	-0.02227475971999083	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
10	1	0.61141176318265300	-0.28852804938826410	5.82072031780186538	0.00000000000000000	0.00000000000000000	0.27984694632244406	-0.00186054271368330	-0.28852804938826410	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
1	2	0.75408651754472422	0.05745490852483384	5.82072031780186538	0.00000000000000000	0.00000000000000000	0.27984694632244406	0.14081421164838792	0.05745490852483384	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
2	2	0.74312412514722814	-0.24583681404950883	5.82072031780186538	0.00000000000000000	0.00000000000000000	0.27984694632244406	0.12985181925089184	-0.24583681404950883	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
3	2	0.76950657311077109	0.35987023767957871	5.82072031780186538	0.00000000000000000	0.00000000000000000	0.27984694632244406	0.15623426721443479	0.35987023767957871	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
4	2	0.75127949247435510	0.08114842836290187	5.82072031780186538	0.00000000000000000	0.00000000000000000	0.27984694632244406	0.13800718657801880	0.08114842836290187	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
5	2	0.78078204414319452	0.12974274711425979	5.82072031780186538	0.00000000000000000	0.00000000000000000	0.27984694632244406	0.16750973824685822	0.12974274711425979	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
6	2	0.81521233385897884	-0.33581592198744853	5.82072031780186538	0.00000000000000000	0.00000000000000000	0.27984694632244406	0.20194002796264254	-0.33581592198744853	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
7	2	0.71753757847901578	-0.19868962595741033	5.82072031780186538	0.00000000000000000	0.00000000000000000	0.27984694632244406	0.10426527258267948	-0.19868962595741033	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
8	2	0.78690731533708391	0.02771072365666039	5.82072031780186538	0.00000000000000000	0.00000000000000000	0.27984694632244406	0.17363500944074761	0.02771072365666039	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000
