parameter	value	se_sa	rse_sa
rhoS_pop	0.61264993147190605	0.04634164480782862	7.56413123176096924
deltaSC_pop	0.35111424206620651	0.05277212792869061	15.02990240958093437
rhoC_pop	3.98720310163624836	0.77178221971398764	19.35648122357417478
deltaCB_pop	4.66078390363046680	0.80618689558989620	17.29723823844151553
rhoB_pop	0.23159167452701634	0.20480059172596521	88.43175910543112650
omega_rhoS	0.11874111507823780	0.03449118184104992	29.04737909722667766
omega_deltaSC	0.17230416926167041	0.30213504790544254	175.34981840549889398
omega_rhoC	0.07670589431108155	nan	nan
omega_deltaCB	0.04168378171240786	0.08331763344415721	199.88021724851407157
omega_rhoB	0.12018393685648350	0.10412684518782755	86.63956923974758695
b1	0.16385130746037127	0.02174990022369198	13.27416946547854693
b2	0.17618720513388861	0.02536583622200711	14.39709325244761295
b3	0.28518764261786372	0.06470567928963465	22.68880891741050121
