rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	1	0.58008608338554213	-0.21919217995478274	3.02165395340822851	0.00000000000000000	-0.15699289375206193	-0.21452879677782230	23936.44187198427971452	24557.72422128023026744	-0.05441384301580299	-0.21919217995478274	0.00000000000000000	0.00000000000000000	-0.15699289375206193	0.00000000000000000	0.02326706852767479	-0.01480828182136129
2	1	0.61153218507223972	-0.29838462196056131	3.02165395340822851	0.00000000000000000	-0.19837256470472073	-0.21452879677782230	23186.19484717230807291	24360.34242416985580348	-0.02296774132910540	-0.29838462196056131	0.00000000000000000	0.00000000000000000	-0.19837256470472073	0.00000000000000000	-0.00857794178575411	-0.02287821924260136
3	1	0.61750362887557442	-0.14886730244206695	3.02165395340822851	0.00000000000000000	-0.13405166192447587	-0.21452879677782230	23070.39191212398873176	25627.44877843343056156	-0.01699629752577070	-0.14886730244206695	0.00000000000000000	0.00000000000000000	-0.13405166192447587	0.00000000000000000	-0.01358493365837710	0.02782927617109010
4	1	0.62809579242009939	-0.35387289726987980	3.02165395340822851	0.00000000000000000	-0.16254553893257345	-0.21452879677782230	23136.87994184458875679	26730.96581214553589234	-0.00640413398124573	-0.35387289726987980	0.00000000000000000	0.00000000000000000	-0.16254553893257345	0.00000000000000000	-0.01070711495409782	0.06998794283277476
5	1	0.70472871876098553	-0.65913787462021034	3.02165395340822851	0.00000000000000000	0.07069411168385510	-0.21452879677782230	23049.70918356630500057	26550.72836485703373910	0.07022879235964041	-0.65913787462021034	0.00000000000000000	0.00000000000000000	0.07069411168385510	0.00000000000000000	-0.01448184105679218	0.06322246220932293
6	1	0.59934211184684527	-0.34572603576871463	3.02165395340822851	0.00000000000000000	-0.18527185078723413	-0.21452879677782230	23220.68679524974504602	24228.65321662724454654	-0.03515781455449984	-0.34572603576871463	0.00000000000000000	0.00000000000000000	-0.18527185078723413	0.00000000000000000	-0.00709144007703877	-0.02829876882386628
7	1	0.63577082677549424	-0.67732888710683514	3.02165395340822851	0.00000000000000000	-0.09941951204268382	-0.21452879677782230	23573.15982892875399557	25744.33829968809004640	0.00127090037414912	-0.67732888710683514	0.00000000000000000	0.00000000000000000	-0.09941951204268382	0.00000000000000000	0.00797377578119551	0.03238001227068743
8	1	0.65132689445696768	-0.42480404402816790	3.02165395340822851	0.00000000000000000	-0.10093192160470883	-0.21452879677782230	23297.37909761953051202	25070.29910234440831118	0.01682696805562256	-0.42480404402816790	0.00000000000000000	0.00000000000000000	-0.10093192160470883	0.00000000000000000	-0.00379412449081151	0.00584912397995829
9	1	0.60380426031994816	-0.33457166100551872	3.02165395340822851	0.00000000000000000	-0.14560044069528710	-0.21452879677782230	23743.51298480714467587	24337.00175920841138577	-0.03069566608139696	-0.33457166100551872	0.00000000000000000	0.00000000000000000	-0.14560044069528710	0.00000000000000000	0.01517436203517164	-0.02383682046162861
10	1	0.60747930073243028	-0.51897336605444910	3.02165395340822851	0.00000000000000000	-0.13933008517802870	-0.21452879677782230	23639.92371050606016070	25584.57414661211805651	-0.02702062566891483	-0.51897336605444910	0.00000000000000000	0.00000000000000000	-0.13933008517802870	0.00000000000000000	0.01080197174189834	0.02615487866091826
1	2	0.83260714218428367	0.08062560975429328	3.02165395340822851	0.00000000000000000	-0.15698032605910017	-0.21452879677782230	23126.51491584900213638	25539.70767430526393582	0.19810721578293855	0.08062560975429328	0.00000000000000000	0.00000000000000000	-0.15698032605910017	0.00000000000000000	-0.01115520252747615	0.02439968593342456
2	2	0.75421002236528567	0.17807049916079593	3.02165395340822851	0.00000000000000000	-0.20967236270094375	-0.21452879677782230	23636.37182130551445880	25187.44579072871056269	0.11971009596394055	0.17807049916079593	0.00000000000000000	0.00000000000000000	-0.20967236270094375	0.00000000000000000	0.01065171084826133	0.01051096866852852
3	2	0.75038637211832326	0.22585690351564258	3.02165395340822851	0.00000000000000000	-0.24338584203737632	-0.21452879677782230	23665.28530548391790944	25954.97053094910734217	0.11588644571697815	0.22585690351564258	0.00000000000000000	0.00000000000000000	-0.24338584203737632	0.00000000000000000	0.01187422564100693	0.04052841508149108
