rhoS_pop	0.00212	nan	nan	0.00002	0.00003	0.00001	-0.00003	-0.00001	-0.00000
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoS	0.00002	nan	nan	0.00109	-0.00003	-0.00005	0.00001	-0.00001	0.00002
omega_deltaSC	0.00003	nan	nan	-0.00003	0.01880	-0.00018	0.00001	0.00018	-0.00227
omega_deltaCB	0.00001	nan	nan	-0.00005	-0.00018	0.00111	0.00000	-0.00000	-0.00014
b1	-0.00003	nan	nan	0.00001	0.00001	0.00000	0.00047	0.00000	-0.00000
b2	-0.00001	nan	nan	-0.00001	0.00018	-0.00000	0.00000	0.00054	-0.00001
b3	-0.00000	nan	nan	0.00002	-0.00227	-0.00014	-0.00000	-0.00001	0.00243
