rhoS_pop	0.00213	nan	-0.00007	-0.00001	0.00012	-0.00011	-0.00012	0.00005	0.00000	-0.00003	0.00000
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.00007	nan	0.00368	0.00001	-0.00075	0.00081	0.00152	-0.00124	-0.00001	0.00001	0.00020
omega_rhoS	-0.00001	nan	0.00001	0.00113	-0.00007	-0.00007	-0.00003	-0.00003	0.00000	-0.00001	0.00002
omega_deltaSC	0.00012	nan	-0.00075	-0.00007	0.07902	-0.02357	-0.02177	0.00876	-0.00013	0.00078	-0.00254
omega_rhoC	-0.00011	nan	0.00081	-0.00007	-0.02357	0.03628	0.01469	-0.01961	-0.00015	-0.00101	0.00041
omega_deltaCB	-0.00012	nan	0.00152	-0.00003	-0.02177	0.01469	0.03426	-0.00575	-0.00003	0.00026	-0.00161
omega_rhoB	0.00005	nan	-0.00124	-0.00003	0.00876	-0.01961	-0.00575	0.01583	0.00014	0.00056	-0.00101
b1	0.00000	nan	-0.00001	0.00000	-0.00013	-0.00015	-0.00003	0.00014	0.00047	0.00001	-0.00000
b2	-0.00003	nan	0.00001	-0.00001	0.00078	-0.00101	0.00026	0.00056	0.00001	0.00104	-0.00006
b3	0.00000	nan	0.00020	0.00002	-0.00254	0.00041	-0.00161	-0.00101	-0.00000	-0.00006	0.00256
