rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	1	0.59453313623118820	0.20473213348552441	3.74338845427596878	4.64740454765157285	0.24634212759956675	-0.01862282682793670	-0.57770941850764990	0.01492894303022796	0.06909326463267784	0.00337737427812351
2	1	0.55084914016241637	0.25773200175405486	3.53029861798402855	4.17771001326569369	0.19906696362937851	-0.06230682289670852	-0.34749158513680789	-0.19816089326171227	-0.03745238464181933	-0.04389778969206473
3	1	0.55156700751369026	0.21018095322820868	4.02735730914694656	4.57431413010459931	0.17978516916220619	-0.06158895554543464	-0.55144303556776508	0.29889779790120574	0.05324113323084978	-0.06317958415923705
4	1	0.60159514597600583	0.21737612483166771	3.91861204343124170	4.52990976831070302	0.22936581588408911	-0.01156081708311907	-0.51778273001465558	0.19015253218550088	0.04348638326041065	-0.01359893743735413
5	1	0.62377537080952639	0.20540830364337997	3.58173087980707727	4.17763057150602535	0.24056091914605035	0.01061940775040149	-0.57441215391605582	-0.14672863143866355	-0.03747140044587050	-0.00240383417539289
6	1	0.59221874313835365	0.23837081404361893	3.76050054360432107	4.61684952539669879	0.22649642761250272	-0.02093721992077124	-0.42558437390643422	0.03204103235858025	0.06249691422907988	-0.01646832570894052
7	1	0.59369082835541598	0.23860385064471581	3.63320556010795181	4.60659563800055416	0.24628097340160096	-0.01946513470370892	-0.42460722926169159	-0.09525395113778901	0.06027347354312629	0.00331622008015772
8	1	0.61216697155152822	0.28831341780451863	3.68032133022787766	4.34735415448973406	0.23904241758731498	-0.00098899150759668	-0.23536373260943866	-0.04813818101786316	0.00235178235926048	-0.00392233573412826
9	1	0.61451032791072346	0.35148027780719759	3.49330661999167491	5.06314089569995485	0.27282344097739286	0.00135436485159857	-0.03725827626953326	-0.23515289125406591	0.15477138376050337	0.02985868765594962
10	1	0.64012859313257431	0.31734846272900752	3.79867788952883112	4.91272571582929629	0.26157395862462962	0.02697263007344941	-0.13941145563568202	0.07021837828309030	0.12461328604149924	0.01860920530318638
1	2	0.81405597583503586	0.33173101109846009	3.83923372220072645	4.48356805493047439	0.27478611839182682	0.20090001277591096	-0.09508744430326788	0.11077421095498563	0.03320353292794431	0.03182136507038358
2	2	0.74950985223908528	0.30696439344053056	3.78051126951004068	3.92699386464450573	0.25077095603113675	0.13635388917996039	-0.17268011870715139	0.05205175826429986	-0.09934142409808477	0.00780620270969351
3	2	0.75646635079416114	0.42220091858685455	3.84566450882365007	4.20962358562179428	0.22803737120573692	0.14331038773503624	0.14606943383732773	0.11720499757790925	-0.02984240323495158	-0.01492738211570632
4	2	0.76869131512846367	0.33336289146615855	3.71959164706420697	4.09880609932533257	0.27229401705422540	0.15553535206933877	-0.09018021650832098	-0.00886786418153385	-0.05651990132276508	0.02932926373278216
5	2	0.75643804922544244	0.35817962916314633	3.81881441115646902	4.29285993631618723	0.23580606603906348	0.14328208616631755	-0.01837725928799738	0.09035489991072820	-0.01026247469267871	-0.00715868728237976
6	2	0.74543874026415502	0.32607281310470171	3.63541709976599714	3.99235062363463955	0.29141940295367752	0.13228277720503012	-0.11229116778045323	-0.09304241147974368	-0.08283545117688873	0.04845464963223428
7	2	0.75044951758465028	0.45580881616735613	3.65752759219326906	4.38744101752202376	0.32827177447541384	0.13729355452552539	0.22266158151880067	-0.07093191905247176	0.01153050806085543	0.08530702115397060
8	2	0.73731989331862846	0.31797414993815742	3.78593355961582745	3.99035705154265985	0.27130048512822941	0.12416393025950356	-0.13744178731612533	0.05747404837008663	-0.08333492384068775	0.02833573180678617
9	2	0.74170977620323020	0.43270884788430974	3.84432034476728113	4.17222346728991500	0.21193420932949553	0.12855381314410530	0.17065321781251463	0.11586083352154031	-0.03876653804870811	-0.03103054399194771
10	2	0.74147179991098533	0.48663184381762542	3.78059142145139671	4.35856325909124553	0.27490734897901820	0.12831583685186043	0.28809599238529549	0.05213191020565588	0.00492683798244076	0.03194259565757496
