rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	13213.262262	15886.583771
2	AG111	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	13204.452084	12341.000251
3	AG111	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	12994.150455	15456.160702
4	AG111	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	13034.275470	14422.524638
5	AG111	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	13107.806068	15183.489453
6	AG111	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	12891.397990	15325.833142
7	AG111	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	13116.289217	13177.224499
8	AG111	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	13298.945222	15139.615416
9	AG111	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	12552.093295	15259.235427
10	AG111	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	12710.300658	15091.759591
1	AG112	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	12982.722369	19329.202135
2	AG112	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	13176.013767	19245.197698
3	AG112	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	13346.016206	20284.019830
4	AG112	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	12803.548610	19783.990910
5	AG112	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	12930.616510	17212.440116
6	AG112	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	13817.051004	17417.761269
7	AG112	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	12884.799262	19089.287536
8	AG112	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	13351.915421	19371.637804
9	AG112	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	12868.244042	18236.398132
10	AG112	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	13112.946671	19759.404249
1	AG139	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	12751.529389	16327.636024
2	AG139	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	12944.229397	17075.673382
3	AG139	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	12950.791496	16825.272439
4	AG139	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	12513.111336	15755.003157
5	AG139	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	13290.141485	15847.829636
6	AG139	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	12687.546378	19031.597344
7	AG139	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	13197.867215	14572.654650
8	AG139	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	12772.532527	18054.911537
9	AG139	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	12852.848879	15611.549158
10	AG139	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	13297.164647	15567.638534
1	AG142	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	12792.149301	20808.579963
2	AG142	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	13211.744641	19659.931848
3	AG142	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	12788.682197	20913.767173
4	AG142	0.999084	0.000000	5.849246	0.000000	0.000000	0.175963	12897.941503	18809.075617
