rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
7	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005899	0.133354
8	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.062324	0.055260
9	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.009237	0.045828
10	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006758	-0.015585
1	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007144	-0.188095
2	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013710	-0.101846
3	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005273	-0.093708
4	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010802	-0.084888
5	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007899	-0.146716
6	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.034179	-0.138507
7	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.034018	0.011668
8	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010803	-0.039167
9	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.020996	-0.001536
10	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014696	0.049406
1	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016404	-0.255032
2	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.044821	-0.010635
3	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.060012	-0.127210
4	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014419	-0.089478
5	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006577	-0.206603
6	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.008072	-0.219092
7	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007214	-0.247104
8	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001511	-0.016351
9	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005704	-0.278923
10	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012890	-0.187077
