rhoS_pop	1.00000	nan	nan	-0.00101	-0.01389	-0.02032	-0.01899	-0.02608	0.00695	0.02301
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
omega_rhoS	-0.00101	nan	nan	1.00000	0.02697	0.02339	0.02256	-0.03428	-0.01500	-0.02045
omega_deltaSC	-0.01389	nan	nan	0.02697	1.00000	0.89755	0.86009	0.00862	-0.37034	-0.84789
omega_rhoC	-0.02032	nan	nan	0.02339	0.89755	1.00000	0.85621	0.01624	-0.34192	-0.86321
omega_deltaCB	-0.01899	nan	nan	0.02256	0.86009	0.85621	1.00000	0.01605	-0.33141	-0.83377
b1	-0.02608	nan	nan	-0.03428	0.00862	0.01624	0.01605	1.00000	-0.00173	-0.02403
b2	0.00695	nan	nan	-0.01500	-0.37034	-0.34192	-0.33141	-0.00173	1.00000	0.30212
b3	0.02301	nan	nan	-0.02045	-0.84789	-0.86321	-0.83377	-0.02403	0.30212	1.00000
