rhoS_pop	1.00000	nan	-0.04139	-0.00446	0.01733	0.01946	-0.01922	0.01828	-0.01670	-0.01218	-0.00480
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.04139	nan	1.00000	-0.00816	0.10869	-0.08415	0.02133	0.22228	0.01793	0.05730	-0.03753
omega_rhoS	-0.00446	nan	-0.00816	1.00000	-0.00245	0.01764	-0.03954	0.01184	0.00451	-0.01569	0.00644
omega_deltaSC	0.01733	nan	0.10869	-0.00245	1.00000	0.07342	-0.13509	0.26221	0.02520	0.09473	-0.39237
omega_rhoC	0.01946	nan	-0.08415	0.01764	0.07342	1.00000	-0.74564	0.30111	0.06593	0.01529	0.08032
omega_deltaCB	-0.01922	nan	0.02133	-0.03954	-0.13509	-0.74564	1.00000	-0.65513	-0.06453	-0.01964	-0.13166
omega_rhoB	0.01828	nan	0.22228	0.01184	0.26221	0.30111	-0.65513	1.00000	0.05165	0.03428	0.00822
b1	-0.01670	nan	0.01793	0.00451	0.02520	0.06593	-0.06453	0.05165	1.00000	0.00937	0.00357
b2	-0.01218	nan	0.05730	-0.01569	0.09473	0.01529	-0.01964	0.03428	0.00937	1.00000	-0.04727
b3	-0.00480	nan	-0.03753	0.00644	-0.39237	0.08032	-0.13166	0.00822	0.00357	-0.04727	1.00000
