rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	285952138.320087	24000.039871
2	AG111	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	117821718.150022	21983.069674
3	AG111	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	228676034.331472	21363.370124
4	AG111	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	154871282.002014	21875.939635
5	AG111	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	138493562.780383	21347.432015
6	AG111	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	126945914.932825	20453.525835
7	AG111	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	232554575.271062	18613.046607
8	AG111	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	241203848.467175	19601.447105
9	AG111	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	245012288.998913	21948.779512
10	AG111	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	247395388.543022	19827.668228
1	AG112	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	199856338.420544	20957.435369
2	AG112	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	198318712.170779	20657.268719
3	AG112	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	174752816.686972	20010.369411
4	AG112	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	228833009.829901	23099.098863
5	AG112	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	216648518.448562	19338.222975
6	AG112	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	204278532.277562	19377.473130
7	AG112	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	214902759.416474	23159.266510
8	AG112	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	193848365.363772	21431.229988
9	AG112	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	165174864.202114	21188.844305
10	AG112	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	197706670.868533	21264.921783
1	AG139	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	121951004.807380	22258.014794
2	AG139	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	133468393.083615	21604.688311
3	AG139	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	112973900.653567	19216.433773
4	AG139	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	156185298.960774	21949.374787
5	AG139	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	113702162.048848	19864.825151
6	AG139	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	176366538.318276	20806.658385
7	AG139	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	198459952.701775	18197.320064
8	AG139	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	175739085.277960	20017.764775
9	AG139	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	173207874.463891	20928.849589
10	AG139	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	176360812.386829	18641.816109
1	AG142	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	309180155.735997	30473.422138
2	AG142	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	326721760.364807	24869.042272
3	AG142	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	242631004.152370	27317.755459
4	AG142	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	222246219.499485	25288.409319
5	AG142	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	234349988.052764	24060.947268
6	AG142	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	242647991.769027	22134.085733
7	AG142	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	311491485.391969	23347.337735
8	AG142	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	198382733.335339	24201.792718
9	AG142	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	184600099.076580	27345.531848
10	AG142	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	266713575.921462	22848.008454
1	GD14	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	198535923.288633	20833.876102
2	GD14	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	213625499.951138	19654.408406
3	GD14	-1.984018	0.000000	1.080442	0.000000	0.000000	1.602422	203253955.521621	22268.421737
