rep	id	rhoS	eta_deltaSC	rhoC_pop_value	eta_rhoC	eta_deltaCB	rhoB	S0	T0
1	AG111	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	20304.133301	21834.130065
2	AG111	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	16357.547472	20897.035450
3	AG111	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	20748.692412	20681.972314
4	AG111	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	29414.825731	21800.570814
5	AG111	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	21130.945277	22904.080785
6	AG111	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	23310.256246	23710.692845
7	AG111	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	22908.953168	19553.152504
8	AG111	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	25996.891245	20101.911836
9	AG111	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	19342.963744	24164.263196
10	AG111	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	23770.308821	21416.531539
1	AG112	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	30270.906813	30432.439618
2	AG112	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	28595.397540	29756.057301
3	AG112	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	33356.079230	31587.437881
4	AG112	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	32226.295895	28789.961093
5	AG112	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	38970.348349	30979.051263
6	AG112	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	32309.788247	26476.309481
7	AG112	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	28297.900814	30604.754245
8	AG112	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	30105.192398	33143.854309
9	AG112	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	39453.420256	30025.532145
10	AG112	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	28675.702997	30180.338667
1	AG139	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	20280.280693	23168.263779
2	AG139	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	25148.867431	24673.110808
3	AG139	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	24039.019888	21065.769705
4	AG139	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	21626.987484	22893.262789
5	AG139	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	20140.807951	24847.741944
6	AG139	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	22668.872304	21641.697850
7	AG139	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	20266.537439	21062.095589
8	AG139	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	17560.632687	20292.981022
9	AG139	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	22627.100196	20549.122288
10	AG139	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	22977.714435	21849.528606
1	AG142	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	33041.428546	34015.779160
2	AG142	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	28014.544051	28634.574119
3	AG142	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	29316.008437	28023.771335
4	AG142	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	31577.113815	28132.201443
5	AG142	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	28199.099244	31036.953530
6	AG142	0.644384	0.000000	3.313788	0.000000	0.000000	0.238861	28977.201754	31230.704108
