rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
1	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.142607	-0.127389
2	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.358742	-0.171256
3	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.120948	-0.181601
4	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.228068	-0.128927
5	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.102693	-0.079548
6	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004538	-0.044937
7	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.021903	-0.237726
8	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.104546	-0.210048
9	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.191102	-0.025988
10	AG111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015006	-0.146700
1	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.256756	0.204646
2	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.199815	0.182170
3	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.353809	0.241897
4	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.319352	0.149164
5	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.509370	0.222448
6	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.321939	0.065387
7	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.189356	0.210292
8	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.251267	0.289994
9	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.521690	0.191185
10	AG112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.202619	0.196328
1	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.143782	-0.068080
2	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.071382	-0.005149
3	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026247	-0.163214
