rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
4	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.079489	-0.080020
5	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.150683	0.001904
6	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.032438	-0.136241
7	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.144460	-0.163388
8	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.287772	-0.200588
9	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.034283	-0.188045
10	AG139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018906	-0.126684
1	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.344331	0.315962
2	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.179293	0.143752
3	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.224703	0.122190
4	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.299001	0.126052
5	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.185859	0.224316
6	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.213078	0.230539
7	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.248695	0.256854
8	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.295156	0.215612
9	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.543861	0.358522
10	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.291684	0.230724
1	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.263490	0.155555
2	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.122877	0.190641
3	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.023335	0.201111
4	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.041284	0.188474
5	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.042581	0.119155
6	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.071976	0.103524
7	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.189193	0.290265
8	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007891	0.302333
9	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.123778	0.054535
10	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.019370	0.201859
1	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.014976	-0.208265
2	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.060296	-0.201759
3	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.034908	-0.161880
4	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.119218	-0.181884
5	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.091901	-0.144559
6	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.110476	-0.137651
7	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.064377	-0.070825
8	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.055212	-0.014034
9	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.039408	-0.175461
10	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.141769	-0.073206
1	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.279638	-0.132806
2	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.265485	-0.261590
3	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.289178	-0.232231
4	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.263457	-0.330073
5	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.236599	-0.316741
6	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.300976	-0.375994
7	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.135544	-0.154904
8	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.244993	-0.397515
9	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.324593	-0.130715
10	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.453848	-0.269901
