rhoS_pop	0.00215	nan	-0.00011	0.00001	-0.00004	-0.00082	0.00018	nan	-0.00003	-0.00002	0.00004
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.00011	nan	0.00409	0.00003	0.00070	-0.00595	0.00096	nan	-0.00002	-0.00004	-0.00004
omega_rhoS	0.00001	nan	0.00003	0.00115	-0.00010	-0.00089	0.00010	nan	-0.00000	-0.00002	0.00004
omega_deltaSC	-0.00004	nan	0.00070	-0.00010	0.01809	-0.00337	0.00114	nan	-0.00001	0.00014	-0.00247
omega_rhoC	-0.00082	nan	-0.00595	-0.00089	-0.00337	0.12787	-0.02320	nan	0.00089	0.00109	-0.00238
omega_deltaCB	0.00018	nan	0.00096	0.00010	0.00114	-0.02320	0.00656	nan	-0.00017	-0.00026	0.00018
omega_rhoB	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
b1	-0.00003	nan	-0.00002	-0.00000	-0.00001	0.00089	-0.00017	nan	0.00048	0.00001	-0.00002
b2	-0.00002	nan	-0.00004	-0.00002	0.00014	0.00109	-0.00026	nan	0.00001	0.00055	-0.00003
b3	0.00004	nan	-0.00004	0.00004	-0.00247	-0.00238	0.00018	nan	-0.00002	-0.00003	0.00244
