rhoS_pop	1.00000	nan	-0.03642	0.00683	-0.00638	-0.04916	0.04743	nan	-0.03097	-0.01989	0.01533
rhoC_pop	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rhoB_pop	-0.03642	nan	1.00000	0.01156	0.08115	-0.26032	0.18499	nan	-0.01114	-0.02596	-0.01339
omega_rhoS	0.00683	nan	0.01156	1.00000	-0.02279	-0.07306	0.03491	nan	-0.00341	-0.02251	0.02473
omega_deltaSC	-0.00638	nan	0.08115	-0.02279	1.00000	-0.07006	0.10444	nan	-0.00314	0.04480	-0.37152
omega_rhoC	-0.04916	nan	-0.26032	-0.07306	-0.07006	1.00000	-0.80114	nan	0.11304	0.12993	-0.13492
omega_deltaCB	0.04743	nan	0.18499	0.03491	0.10444	-0.80114	1.00000	nan	-0.09542	-0.13727	0.04537
omega_rhoB	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
b1	-0.03097	nan	-0.01114	-0.00341	-0.00314	0.11304	-0.09542	nan	1.00000	0.02661	-0.01531
b2	-0.01989	nan	-0.02596	-0.02251	0.04480	0.12993	-0.13727	nan	0.02661	1.00000	-0.02866
b3	0.01533	nan	-0.01339	0.02473	-0.37152	-0.13492	0.04537	nan	-0.01531	-0.02866	1.00000
