rep	id	rhoS	deltaSC	rhoC	deltaCB	rhoB	eta_rhoS	eta_deltaSC	eta_rhoC	eta_deltaCB	eta_rhoB
1	1	0.63716604740866400	0.19559528318979727	5.70436480729651674	6.84618158967442625	0.12681045947470881	0.02534648154221275	-0.29636394668840671	-0.17133364608219637	-0.03129897574848917	-0.11385725205121561
2	1	0.60990085323599230	0.12899696818247511	6.06895124447271339	7.62714513487443213	0.33322070245162944	-0.00191871263045895	-0.71262268780272242	0.19325279109400029	0.07672357165647092	0.09255299092570501
3	1	0.59929874929591898	0.17089459692841788	6.00127114571988862	7.11390093706870452	0.31196995479082773	-0.01252081657053228	-0.43136461520338010	0.12557269234117552	0.00706070792641844	0.07130224326490331
4	1	0.61281161195129574	0.20260474521665717	5.84211335407170651	7.39522523112022689	0.31391901210539347	0.00099204608484449	-0.26115457628401861	-0.03358509930700659	0.04584451248078514	0.07325130057946905
5	1	0.58120085328088866	0.20774777620152710	5.71149773705399699	7.26813542109208122	0.22812773451858254	-0.03061871258556259	-0.23608685995294931	-0.16420071632471611	0.02850974243639959	-0.01253997700734188
6	1	0.60632319929098044	0.43813876409040514	5.93768240230453426	7.46541062705194580	0.21357115558486192	-0.00549636657547081	0.51012408376682572	0.06198394892582115	0.05529039601588925	-0.02709655594106250
7	1	0.60755307453323004	0.19737968947150306	6.02633640692306916	7.05136546845856849	0.10266947493316697	-0.00426649133322121	-0.28728235793623758	0.15063795354435605	-0.00176875889597938	-0.13799823659275745
8	1	0.63869946400437627	0.18685336940970479	5.83623363098022718	7.05957896738658430	0.08804875186341171	0.02687989813792502	-0.34208740095942147	-0.03946482239848592	-0.00060462705591191	-0.15261895966251271
9	1	0.57586081363545194	0.17250671565474471	5.70879910946780722	7.14067188079476978	0.34480522141036563	-0.03595875223099931	-0.42197542238131081	-0.16689934391090588	0.01081683244068898	0.10413750988444120
10	1	0.60428775016681835	0.15399764558294288	5.78072107260150236	7.60793484704205092	0.22743685202700836	-0.00753181569963290	-0.53547427555246285	-0.09497738077721074	0.07420172102802614	-0.01323085949891606
1	2	0.73648579320202734	0.33703366825847508	6.04740101693272614	7.05468674177423072	0.25689410358712528	0.12466622733557609	0.24777124174683318	0.17170256355401303	-0.00129785841616603	0.01622639206120086
2	2	0.74565679532693951	0.23833045709362427	5.95998985773482026	6.34174402191699471	0.10232443125506865	0.13383722946048826	-0.09875340361233609	0.08429140435610716	-0.10783622749301314	-0.13834328027085577
3	2	0.74677324146689394	0.28021456763956165	5.68882536737605804	6.43193691061450945	0.27142650163909876	0.13495367560044269	0.06314403327302021	-0.18687308600265506	-0.09371431727979296	0.03075879011317434
4	2	0.77258024082785648	0.28225637117072300	5.99849088085801530	7.32090755236374058	0.29253754313428126	0.16076067496140523	0.07040418614087685	0.12279242747930219	0.03574426241613438	0.05186983160835684
5	2	0.76022768712706967	0.32690912467619970	5.79258521597426501	7.14304591397562572	0.29046107665282717	0.14840812126061842	0.21727063665840674	-0.08311323740444809	0.01114924354497249	0.04979336512690274
6	2	0.70127401608916751	0.27582963136182403	5.86428832551637580	6.42890303864187906	0.29488648632988751	0.08945445022271625	0.04737180802152441	-0.01141012786233730	-0.09418611726189030	0.05421877480396309
7	2	0.78017664281023213	0.31562902041414326	5.90218566977092340	7.30143016413799284	0.33225977383268168	0.16835707694378088	0.18215594846752370	0.02648721639221030	0.03308020142630008	0.09159206230675726
8	2	0.71542490380049806	0.39486663188910270	5.78408204600967935	6.57266976518998103	0.10792593995672427	0.10360533793404680	0.40613647767378169	-0.09161640736903376	-0.07206993352500879	-0.13274177156920014
9	2	0.73213227683245974	0.27537402429182711	5.89312995580160859	7.18474622830943410	0.32185800894368816	0.12031271096600848	0.04571867249137007	0.01743150242289548	0.01697015882125918	0.08119029741776373
10	2	0.72972288172279698	0.31478752457525633	5.84839154003920569	7.05561448766481369	0.18203293896220135	0.11790331585634573	0.17948629664649696	-0.02730691333950741	-0.00116635932527709	-0.05863477256372307
1	3	0.56614113496768370	0.30903403428885862	5.89916302056996322	7.53613718523019305	0.28454036269339389	-0.04567843089876755	0.16103982473527978	0.02346456719125012	0.06471970065803401	0.04387265116746947
2	3	0.61394380232677359	0.24850757375176802	5.93309501181508558	7.08049418435527311	0.17279875541030504	0.00212423646032234	-0.05693826648021361	0.05739655843637248	0.00235366488466249	-0.06786895611561938
3	3	0.57134764197409793	0.22816651321523873	5.88145572745539891	6.71431066503825846	0.14496410238923610	-0.04047192389235332	-0.14233590590756151	0.00575727407668580	-0.05074887171786702	-0.09570360913668832
4	3	0.58705520103350450	0.27675172016970750	5.47216374297795394	6.65924839397329826	0.37381575269916800	-0.02476436483294675	0.05070919775135452	-0.40353471040075917	-0.05898341600916535	0.13314804117324358
5	3	0.50228539507073822	0.23769652117475251	5.87744212842667402	6.81961962440102099	0.28321754988504355	-0.10953417079571304	-0.10141685052846205	0.00174367504796091	-0.03518634368350448	0.04254983835911913
6	3	0.53756592347469967	0.21906908779216633	5.93548647039169808	7.16935140506521851	0.38272891857860580	-0.07425364239175158	-0.18302443998964990	0.05978801701298497	0.01482515053998212	0.14206120705268138
7	3	0.56685411398038954	0.27772617900363855	5.84150132194238836	6.83017691429683804	0.28437226379115110	-0.04496545188606171	0.05422407125169171	-0.03419713143632475	-0.03363946465552181	0.04370455226522668
8	3	0.50299559750408240	0.24947391772942615	5.75481629675124573	6.74478594382024266	0.20631412355521994	-0.10882396836236885	-0.05305721785830753	-0.12088215662746737	-0.04622028681353307	-0.03435358797070448
9	3	0.61611565922601241	0.22544252301880432	5.61506551866638937	7.05574782677259194	0.23489939026989343	0.00429609335956116	-0.15434634980778172	-0.26063293471232374	-0.00114746120547671	-0.00576832125603099
10	3	0.58457966021508456	0.28608372769258145	5.99716595023142673	7.06096276463743955	0.29517966830752596	-0.02723990565136669	0.08387293271880347	0.12146749685271363	-0.00040862929866625	0.05451195678160153
1	4	0.77367563181321586	0.29281730573291120	5.86635630512608230	7.10438768328437664	0.18385795684497133	0.16185606594676460	0.10713729519286175	-0.00934214825263080	0.00572253630000663	-0.05680975468095309
2	4	0.74636478995244671	0.39623361740914154	5.96739609659141568	7.09532241474148861	0.19220555566553926	0.13454522408599545	0.40959239083215004	0.09169764321270257	0.00444571167304098	-0.04846215586038516
3	4	0.74365715167853863	0.27179614721731404	5.89471061519853023	7.37173302509670858	0.22855017962845564	0.13183758581208738	0.03264073712473237	0.01901216181981713	0.04266278399827472	-0.01211753189746878
4	4	0.75709493921808935	0.31014226440548515	5.90157387699159397	7.03672403436219973	0.26268872070349092	0.14527537335163809	0.16461952021906545	0.02587542361288087	-0.00384731459579002	0.02202100917756650
5	4	0.74577037569588922	0.40163572492975791	5.94068775998973031	7.10130962464419024	0.17634614242172791	0.13395080982943797	0.42313393149275180	0.06498930661101721	0.00528918077769247	-0.06432156910419651
6	4	0.76301796269611877	0.38001379267314317	5.89448464399546523	6.89936328854003644	0.09017482389418917	0.15119839682966751	0.36779595914322649	0.01878619061675213	-0.02356091011299144	-0.15049288763173524
7	4	0.75686911692208581	0.34156979542887161	5.70482413207769845	7.12638782543077198	0.25243711461723173	0.14504955105563455	0.26114044770261602	-0.17087432130101465	0.00881444926842678	0.01176940309130731
8	4	0.76561437210207495	0.45919108651841589	5.72131792967300523	7.59936259879704590	0.23415571785622805	0.15379480623562369	0.55705484449823739	-0.15438052370570787	0.07307433476054781	-0.00651199366969638
9	4	0.74992336175012364	0.49133336010592488	5.83056002103261495	7.06543544433131654	0.18333144741430030	0.13810379588367239	0.62471124914406739	-0.04513843234609816	0.00022460781912859	-0.05733626411162412
10	4	0.73778044061342130	0.34631185552128990	6.14102166876323352	7.32851375084845902	0.09782727154406116	0.12596087474697004	0.27492809622462455	0.26532321538452042	0.03678269240060805	-0.14284043998186324
1	5	0.63312075002815749	0.20714394328197558	5.96037904487330916	6.69965101952299058	0.36061747266844918	0.02130118416170623	-0.23899765965098707	0.08468059149459606	-0.05293460203323086	0.11994976114252476
2	5	0.63095995081239964	0.24879281826849745	6.02961476102257343	6.60109741631852831	0.37371706677025507	0.01914038494594839	-0.05579109445868147	0.15391630764386033	-0.06775413002526753	0.13304935524433065
3	5	0.66159728975925225	0.27236818183930578	6.06474765974262287	6.85738904416092865	0.40206796554548951	0.04977772389280100	0.03474317126882176	0.18904920636390976	-0.02966327695366044	0.16140025401956509
4	5	0.67969636395464150	0.18557140502092279	6.13687842037813347	7.17352578834588162	0.44455053555232266	0.06787679808819025	-0.34897184871953324	0.26117996699942037	0.01540723506071484	0.20388282402639823
5	5	0.65214377688820868	0.30597774571788877	6.19555860247450507	7.21968298254764207	0.40381902356498273	0.04032421102175743	0.15110078346878475	0.31986014909579197	0.02182100327110592	0.16315131203905830
6	5	0.61642674872950332	0.25790034980176157	5.87777756416271480	6.53959957328350860	0.42669422078955255	0.00460718286305206	-0.01983832019389786	0.00207911078400169	-0.07711410416727826	0.18602650926362813
7	5	0.60843550564105786	0.22532803180531003	5.98511568550132456	6.39564035682539167	0.27415614698827984	-0.00338406022539339	-0.15485432981992320	0.10941723212261145	-0.09937347643386008	0.03348843546235541
8	5	0.60611811789713188	0.23366881359841007	5.87223233124011212	6.49680123859166425	0.42232110991015948	-0.00570144796931937	-0.11850680309218897	-0.00346612213860098	-0.08368010180276930	0.18165339838423505
9	5	0.62851755852633817	0.23609614756229796	5.92013025719774877	7.06359371464750829	0.46379862884459483	0.01669799265988692	-0.10817246244302581	0.04443180381903566	-0.00003609370162216	0.22313091731867041
10	5	0.60335008569622572	0.23736348417132944	6.05214050715055585	6.86617876679730621	0.45249375583092327	-0.00846948017022553	-0.10281893470407510	0.17644205377184274	-0.02838230921125384	0.21182604430499885
1	6	0.59824117450203751	0.26166718770225011	5.79919236777984981	6.70537295415397150	0.16647245197034063	-0.01357839136441374	-0.00533816909566753	-0.07650608559886329	-0.05208090195932868	-0.07419525955558379
2	6	0.60453445635596792	0.29041073832694025	5.85277773465554230	7.42656393077540944	0.31007805022609808	-0.00728510951048333	0.09888467055005767	-0.02292071872317081	0.05007325248152039	0.06941033870017366
3	6	0.57897468360159532	0.24285011972291243	5.72168237290596782	7.10417520011376702	0.31336233667395064	-0.03284488226485593	-0.07996712764394376	-0.15401608047274529	0.00569262712870344	0.07269462514802622
